COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A15UP_M1_CNT,A15UP_M2_CNT,A15UP_M3_CNT,A15UP_M4_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,未婚人口數,有偶人口數,離婚人口數,喪偶人口數,資料時間
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,1272,1332,287,257,106Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,288,350,106,87,106Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,1048,1090,230,229,106Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,387,384,162,146,106Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,955,949,201,178,106Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,779,796,218,228,106Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,240,259,98,86,106Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,132,157,36,43,106Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,343,364,91,85,106Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,186,193,60,54,106Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,174,185,51,43,106Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,374,423,90,94,106Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,134,152,30,52,106Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,531,469,160,163,106Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,931,933,185,208,106Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,278,284,79,92,106Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,122,181,38,48,106Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,1458,1337,407,270,106Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,178,193,62,60,106Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,577,466,159,93,106Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,527,539,128,128,106Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,674,455,156,108,106Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,608,563,149,145,106Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,476,489,111,108,106Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,649,416,182,107,106Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,232,189,89,64,106Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,124,174,46,46,106Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,504,550,156,108,106Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,234,176,84,64,106Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,1052,1038,248,243,106Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,169,150,30,30,106Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,350,248,67,60,106Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,250,187,35,42,106Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,599,424,107,95,106Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,321,253,72,62,106Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,664,668,220,185,106Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,105,119,39,33,106Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,458,423,112,113,106Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,507,548,110,172,106Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,931,921,273,270,106Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,218,233,70,80,106Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,336,437,140,132,106Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,341,281,44,46,106Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,299,221,75,39,106Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,725,526,158,101,106Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,188,139,51,36,106Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,151,140,60,32,106Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,486,511,154,173,106Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,370,414,94,128,106Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,252,245,69,60,106Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,901,891,239,231,106Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,495,557,130,163,106Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,249,262,83,103,106Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,295,229,40,62,106Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,176,121,13,26,106Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,351,251,53,60,106Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,633,409,82,96,106Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,494,325,77,91,106Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,158,123,21,36,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,682,662,170,153,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,508,510,147,99,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,313,286,82,70,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,383,436,101,89,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,414,425,98,83,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,334,431,106,127,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,436,575,101,130,106Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土村,469,362,85,65,106Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台村,275,263,87,67,106Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,271,267,92,65,106Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,140,130,40,24,106Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,174,176,51,40,106Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,144,142,45,44,106Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,505,557,80,63,106Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,480,481,76,51,106Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,687,736,123,87,106Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,387,313,104,84,106Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,476,427,58,58,106Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,2120,1573,262,202,106Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,322,410,64,81,106Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,824,735,192,156,106Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,336,308,94,69,106Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,754,375,142,53,106Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,336,251,92,63,106Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,1461,1492,330,250,106Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,1347,794,130,88,106Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,429,427,86,65,106Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,1231,1051,187,132,106Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,1732,1262,284,178,106Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,406,308,114,84,106Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,2606,2088,332,280,106Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,1256,1496,179,202,106Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,965,968,256,149,106Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,1727,1390,284,230,106Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,655,591,173,122,106Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,1282,1189,294,245,106Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,1363,1177,357,210,106Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,671,632,159,154,106Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,595,527,193,153,106Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,630,542,132,155,106Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,980,804,303,218,106Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,449,443,104,87,106Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,2114,1289,254,214,106Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,689,651,140,102,106Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,297,294,64,56,106Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,655,676,197,166,106Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,387,410,115,80,106Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,321,228,85,64,106Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,196,171,66,41,106Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,3300,3178,734,430,106Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,855,645,222,154,106Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,475,430,132,110,106Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,544,403,82,65,106Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,1027,933,224,208,106Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,1470,1342,326,249,106Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,2664,2317,538,402,106Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,1225,1137,221,214,106Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,621,593,121,108,106Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,4183,3858,803,549,106Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,832,716,139,103,106Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,457,364,123,94,106Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,143,195,50,44,106Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,425,421,64,69,106Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,323,330,81,91,106Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,872,769,190,174,106Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,442,405,107,88,106Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,254,241,65,64,106Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,738,775,174,206,106Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,610,522,136,106,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,738,597,109,73,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,674,612,118,65,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,498,331,56,42,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,593,441,69,59,106Y
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,350,338,113,96,107Y
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,636,594,184,130,107Y
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,620,437,178,115,107Y
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,565,658,230,170,107Y
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,262,225,88,57,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,252,294,83,69,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,816,834,229,192,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,260,238,80,54,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,429,370,138,121,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,864,691,285,168,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,620,571,182,116,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,326,386,92,94,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,650,703,124,137,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,219,323,50,87,107Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,611,628,199,139,107Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,1243,1293,293,260,107Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,280,346,113,81,107Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,1025,1070,240,229,107Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,383,384,163,141,107Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,923,940,190,183,107Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,774,800,230,220,107Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,231,275,94,78,107Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,130,149,36,43,107Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,347,373,89,81,107Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,179,183,64,57,107Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,170,182,50,43,107Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,366,421,94,92,107Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,127,149,31,52,107Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,520,468,162,158,107Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,945,915,199,214,107Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,268,282,80,90,107Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,118,186,38,48,107Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,1448,1331,414,274,107Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,168,197,62,58,107Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,569,465,153,92,107Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,518,545,138,127,107Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,653,461,159,109,107Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,612,550,158,147,107Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,490,489,119,106,107Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,645,413,180,107,107Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,221,179,88,62,107Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,116,163,49,46,107Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,508,546,164,106,107Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,233,175,83,61,107Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,1030,1005,245,232,107Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,168,163,30,30,107Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,360,251,67,58,107Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,246,200,30,41,107Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,611,447,111,91,107Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,324,266,75,59,107Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,670,652,237,197,107Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,109,109,43,34,107Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,457,420,111,112,107Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,490,549,116,173,107Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,913,919,273,272,107Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,213,235,73,83,107Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,330,425,136,128,107Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,339,294,49,49,107Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,305,225,77,40,107Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,746,537,170,103,107Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,186,129,58,36,107Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,147,145,66,38,107Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,471,512,154,170,107Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,368,405,94,127,107Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,253,233,74,62,107Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,886,871,252,226,107Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,497,541,133,159,107Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,248,262,85,99,107Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,296,226,36,63,107Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,171,123,15,28,107Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,349,245,52,63,107Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,624,401,88,103,107Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,494,317,79,85,107Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,156,115,22,35,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,647,657,180,149,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,496,511,151,98,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,325,276,91,71,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,382,440,100,90,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,394,409,106,82,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,357,423,104,124,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,415,567,108,122,107Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土村,484,374,92,66,107Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台村,271,277,89,69,107Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,262,260,89,64,107Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,135,126,40,22,107Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,184,198,54,40,107Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,152,136,54,42,107Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,524,574,77,62,107Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,510,508,104,53,107Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,719,762,118,86,107Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,378,319,101,79,107Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,469,416,57,55,107Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,2067,1548,261,204,107Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,321,401,75,80,107Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,849,698,200,149,107Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,324,309,92,67,107Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,783,382,154,61,107Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,358,255,100,67,107Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,1473,1523,328,252,107Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,1330,806,133,83,107Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,433,444,87,62,107Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,1254,1064,190,133,107Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,1686,1249,278,175,107Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,396,304,116,86,107Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,2597,2086,352,278,107Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,1270,1491,187,220,107Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,979,1020,264,149,107Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,1714,1356,291,231,107Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,661,589,180,127,107Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,1323,1198,307,244,107Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,1346,1127,369,225,107Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,658,616,168,154,107Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,580,513,195,151,107Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,628,543,144,153,107Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,961,789,317,221,107Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,420,432,106,85,107Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,2051,1246,257,218,107Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,686,636,145,107,107Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,297,302,68,54,107Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,653,660,199,171,107Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,368,410,117,78,107Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,309,235,78,52,107Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,204,160,74,36,107Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,3220,3145,737,433,107Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,839,630,231,153,107Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,481,422,126,112,107Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,517,404,69,62,107Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,1041,947,218,210,107Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,1474,1347,357,253,107Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,2600,2322,561,408,107Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,1184,1118,224,214,107Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,611,585,124,110,107Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,4121,3836,834,577,107Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,821,699,143,115,107Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,457,359,127,84,107Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,159,200,58,44,107Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,409,427,68,64,107Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,320,327,86,80,107Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,866,769,196,170,107Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,444,409,107,85,107Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,240,246,66,63,107Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,718,782,189,205,107Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,604,525,138,100,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,746,613,119,72,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,691,589,123,64,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,509,333,58,43,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,617,447,76,57,107Y
