COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A15A19_E1314_CNT,A15A19_E1112_CNT,A15A19_E2122_CNT,A15A19_E3_4_5_CNT,A15A19_E6_7_CNT,A15A19_E8_9_CNT,A15A19_E1_2_CNT,A15A19_E03_CNT,A15A19_E04_CNT,A20A24_E1314_CNT,A20A24_E1112_CNT,A20A24_E2122_CNT,A20A24_E3_4_5_CNT,A20A24_E6_7_CNT,A20A24_E8_9_CNT,A20A24_E1_2_CNT,A20A24_E03_CNT,A20A24_E04_CNT,A25A29_E1314_CNT,A25A29_E1112_CNT,A25A29_E2122_CNT,A25A29_E3_4_5_CNT,A25A29_E6_7_CNT,A25A29_E8_9_CNT,A25A29_E1_2_CNT,A25A29_E03_CNT,A25A29_E04_CNT,A30A34_E1314_CNT,A30A34_E1112_CNT,A30A34_E2122_CNT,A30A34_E3_4_5_CNT,A30A34_E6_7_CNT,A30A34_E8_9_CNT,A30A34_E1_2_CNT,A30A34_E03_CNT,A30A34_E04_CNT,A35A39_E1314_CNT,A35A39_E1112_CNT,A35A39_E2122_CNT,A35A39_E3_4_5_CNT,A35A39_E6_7_CNT,A35A39_E8_9_CNT,A35A39_E1_2_CNT,A35A39_E03_CNT,A35A39_E04_CNT,A40A44_E1314_CNT,A40A44_E1112_CNT,A40A44_E2122_CNT,A40A44_E3_4_5_CNT,A40A44_E6_7_CNT,A40A44_E8_9_CNT,A40A44_E1_2_CNT,A40A44_E03_CNT,A40A44_E04_CNT,A45A49_E1314_CNT,A45A49_E1112_CNT,A45A49_E2122_CNT,A45A49_E3_4_5_CNT,A45A49_E6_7_CNT,A45A49_E8_9_CNT,A45A49_E1_2_CNT,A45A49_E03_CNT,A45A49_E04_CNT,A50A54_E1314_CNT,A50A54_E1112_CNT,A50A54_E2122_CNT,A50A54_E3_4_5_CNT,A50A54_E6_7_CNT,A50A54_E8_9_CNT,A50A54_E1_2_CNT,A50A54_E03_CNT,A50A54_E04_CNT,A55A59_E1314_CNT,A55A59_E1112_CNT,A55A59_E2122_CNT,A55A59_E3_4_5_CNT,A55A59_E6_7_CNT,A55A59_E8_9_CNT,A55A59_E1_2_CNT,A55A59_E03_CNT,A55A59_E04_CNT,A60A64_E1314_CNT,A60A64_E1112_CNT,A60A64_E2122_CNT,A60A64_E3_4_5_CNT,A60A64_E6_7_CNT,A60A64_E8_9_CNT,A60A64_E1_2_CNT,A60A64_E03_CNT,A60A64_E04_CNT,A65UP_E1314_CNT,A65UP_E1112_CNT,A65UP_E2122_CNT,A65UP_E3_4_5_CNT,A65UP_E6_7_CNT,A65UP_E8_9_CNT,A65UP_E1_2_CNT,A65UP_E03_CNT,A65UP_E04_CNT,INFO_TIME
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,0,0,2,6,20,6,0,0,0,0,1,25,4,22,0,0,0,0,0,0,20,3,7,1,0,0,0,1,4,8,4,16,4,0,0,0,1,2,12,6,26,18,4,0,0,0,4,13,11,33,19,2,0,1,0,7,3,7,43,30,4,0,0,1,5,8,4,21,37,9,0,0,0,1,5,6,28,35,17,0,1,1,3,3,5,17,14,55,0,3,1,0,5,5,18,18,211,0,18,106Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,0,0,6,17,28,6,0,0,0,0,0,24,12,13,0,0,0,0,0,4,25,12,19,2,1,0,0,0,2,16,6,14,2,3,0,0,0,3,12,5,23,6,0,0,0,0,3,7,6,26,6,1,0,0,0,2,4,5,29,13,2,0,0,0,0,7,3,29,27,4,0,0,1,0,7,1,21,28,11,0,0,0,1,4,3,10,8,14,0,0,0,1,5,1,5,5,52,1,0,106Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,0,0,6,8,23,3,0,0,0,0,1,25,11,16,2,0,0,0,0,1,19,7,15,3,0,0,0,0,1,14,10,25,9,0,0,0,0,2,4,4,29,5,1,0,1,1,4,5,7,19,4,1,0,0,0,1,7,9,18,16,0,0,0,0,4,6,5,10,29,3,0,0,0,1,0,1,14,11,29,0,0,0,1,1,1,4,4,19,0,0,0,0,1,1,8,0,38,0,0,106Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,0,0,8,24,77,6,0,0,0,0,0,40,30,62,2,0,0,0,0,3,51,12,51,7,0,0,0,0,0,15,8,53,14,2,0,0,0,1,14,20,43,25,4,0,0,0,3,11,21,46,34,4,0,0,0,1,7,17,39,46,13,0,0,0,0,4,4,42,44,34,0,0,0,2,3,4,27,22,44,0,1,0,1,2,1,10,18,54,0,0,0,0,2,3,14,4,103,0,0,106Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,0,0,3,7,14,1,0,0,0,0,0,9,8,12,2,0,0,0,0,1,9,3,22,0,0,0,0,0,1,5,0,12,3,0,0,0,0,1,2,3,19,10,0,0,0,0,1,2,4,11,7,1,0,0,0,2,2,2,7,9,2,0,0,0,0,5,5,15,18,6,0,0,0,0,1,1,12,11,6,0,0,0,2,3,1,9,7,6,0,0,0,0,2,0,4,3,39,0,0,106Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,0,0,1,3,15,4,0,0,0,0,0,5,6,17,0,0,0,0,0,1,8,1,13,1,0,0,0,0,2,6,1,14,1,1,0,0,0,0,2,7,12,8,1,0,0,0,0,4,2,15,6,0,0,0,0,0,1,2,10,15,1,0,0,0,0,0,2,8,19,14,0,0,0,0,0,2,15,11,8,0,0,0,0,0,1,2,6,14,0,0,0,0,1,0,3,2,37,0,0,106Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,0,0,5,6,32,4,0,0,0,0,0,22,4,34,2,0,0,0,0,0,17,5,17,1,1,0,0,0,1,19,8,20,10,0,0,0,0,3,10,11,49,22,1,0,0,1,6,6,7,33,45,8,0,0,0,3,6,8,41,37,16,0,0,0,0,1,7,28,64,46,0,1,1,0,4,4,19,31,42,0,1,0,2,9,3,14,27,51,0,0,0,0,4,4,18,15,297,5,12,106Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,0,0,5,0,21,6,0,0,0,0,1,22,1,11,2,0,0,0,0,1,16,6,22,5,0,0,0,0,0,18,2,20,7,0,0,0,0,1,12,4,46,18,1,0,0,0,3,3,4,28,26,6,0,0,0,2,2,5,23,41,6,0,0,0,4,7,6,28,49,21,0,1,0,1,0,3,19,41,36,0,0,0,1,1,1,10,24,58,0,1,0,0,2,2,10,16,188,0,6,106Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,0,0,1,4,16,2,0,0,0,0,0,13,3,17,1,0,0,0,0,2,8,1,11,2,0,0,0,0,0,4,4,11,5,0,0,0,0,2,4,2,23,13,0,0,0,0,2,1,2,9,35,1,0,0,1,1,2,4,24,20,4,0,0,0,0,3,1,15,26,15,0,0,0,1,2,2,17,23,16,0,0,0,0,4,1,4,7,27,0,1,0,1,1,2,4,12,108,0,5,106Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,0,0,13,10,58,5,0,0,0,0,0,65,14,52,3,0,0,0,0,6,60,5,42,12,1,0,0,0,5,41,15,56,17,3,0,0,1,6,21,16,61,30,4,0,1,0,4,14,14,54,62,9,0,0,1,4,11,15,59,82,12,0,3,1,5,15,16,68,99,29,0,0,0,3,5,13,57,78,32,0,1,0,0,12,4,37,28,98,0,1,0,2,4,10,34,42,382,5,8,106Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,0,0,3,5,21,2,0,0,0,0,1,29,5,24,1,0,0,0,0,2,32,8,32,1,2,0,0,0,1,14,4,39,14,0,0,0,0,3,10,8,30,42,0,0,0,0,1,9,11,22,36,6,0,0,0,1,4,5,45,57,7,0,0,1,3,0,6,37,81,30,0,0,0,0,2,0,24,53,47,0,0,0,0,3,2,16,14,90,0,1,0,0,2,3,21,26,257,1,2,106Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,0,0,3,7,19,2,0,0,0,0,1,16,6,23,3,0,0,0,0,1,4,2,17,1,0,0,0,0,0,8,4,9,3,1,0,0,0,1,2,1,17,14,3,0,0,0,0,1,3,9,27,3,0,0,0,0,5,3,27,32,0,0,0,0,0,2,0,15,38,13,0,0,1,1,2,2,15,20,17,0,1,0,3,5,1,2,12,35,0,1,0,0,2,0,7,12,166,0,3,106Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,0,0,5,6,31,6,0,0,0,0,1,16,14,24,2,0,0,0,0,3,13,5,26,1,0,0,0,0,3,8,3,21,13,1,0,0,0,1,8,9,21,7,2,0,0,0,0,2,2,22,15,9,0,0,0,1,2,3,15,12,17,0,0,0,0,0,2,7,22,23,0,0,0,2,2,1,6,10,23,0,0,0,0,0,2,4,4,23,0,0,0,0,0,1,2,1,37,1,0,106Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,0,0,3,12,9,4,0,0,0,0,0,10,5,15,0,0,0,0,0,0,11,2,17,1,0,0,0,0,0,9,5,12,4,0,0,0,0,0,2,3,17,5,0,0,0,0,4,3,5,5,4,5,0,0,0,0,2,4,6,4,10,0,0,0,0,0,1,5,10,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,1,4,3,12,0,0,0,0,1,1,2,2,16,0,0,106Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,0,0,5,12,32,6,0,0,0,0,1,27,14,16,0,0,0,0,0,2,21,6,25,5,0,0,1,0,1,19,6,28,11,0,0,0,0,4,8,7,22,7,2,0,0,0,1,10,4,12,20,2,0,0,0,1,3,6,17,19,2,0,0,0,0,3,2,16,33,9,0,0,0,0,1,3,15,19,20,0,1,0,0,5,0,7,5,24,0,0,0,0,3,1,7,1,42,0,1,106Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,0,0,14,21,59,8,0,0,0,0,1,29,16,37,3,0,0,0,0,2,41,7,46,3,0,0,0,0,3,26,5,51,15,1,0,0,0,4,16,15,57,15,5,0,0,0,5,5,13,54,33,2,0,0,0,0,3,8,29,26,14,0,1,0,1,5,4,23,25,23,0,0,0,1,5,4,16,19,30,0,0,0,0,5,4,11,7,41,0,0,0,1,2,5,8,2,78,0,2,106Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,0,0,9,20,43,5,0,0,0,0,0,26,15,23,1,0,0,0,0,3,26,6,43,7,0,0,0,0,1,17,7,24,19,1,0,0,0,1,12,14,47,16,3,0,0,0,1,6,8,32,19,6,0,0,0,2,5,5,33,26,13,1,0,0,1,2,4,14,22,24,0,0,0,0,2,5,12,13,30,0,0,0,0,0,0,9,5,29,0,0,0,0,0,0,5,6,62,1,1,106Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,0,0,0,4,18,1,0,0,0,0,0,7,3,12,0,0,0,0,0,3,11,1,11,1,0,0,0,0,0,7,2,11,5,0,0,0,0,0,5,1,19,11,2,0,0,0,0,0,2,8,8,0,0,0,0,0,1,2,9,6,2,0,0,0,0,1,0,10,11,8,0,0,0,0,1,1,4,5,6,0,0,0,0,0,0,1,2,13,0,0,0,0,1,2,5,2,28,0,1,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,0,0,9,17,70,5,1,0,0,0,1,45,14,38,2,0,0,0,0,3,59,9,38,4,0,0,0,0,4,24,16,48,15,1,0,2,0,3,19,23,50,25,3,1,0,0,5,12,7,51,37,5,0,0,0,4,13,17,59,48,5,0,0,2,2,14,13,61,63,17,0,0,1,1,6,13,39,53,27,0,0,0,1,8,5,39,18,43,1,2,0,2,8,4,19,24,192,1,27,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,0,0,8,10,44,8,0,0,0,0,2,45,9,27,2,0,0,0,0,2,40,9,26,1,0,0,0,1,3,14,6,26,12,2,0,0,1,4,10,12,37,9,4,0,0,0,6,7,10,40,18,2,0,0,0,3,10,9,41,30,4,0,0,0,2,6,12,47,48,6,0,1,1,1,3,9,26,39,16,0,2,0,0,5,7,25,19,49,0,1,0,1,5,8,37,28,148,8,18,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,0,0,4,3,29,3,0,0,0,0,1,23,6,32,1,0,0,0,0,3,20,1,27,1,0,0,0,0,0,10,2,17,9,0,0,0,0,0,8,7,26,15,4,0,0,0,2,4,5,24,14,1,0,0,0,1,2,3,34,22,3,0,0,0,0,0,1,27,30,14,0,1,0,0,3,1,18,19,17,0,0,0,1,5,2,13,5,23,0,1,0,1,0,3,10,15,99,1,9,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,0,0,7,8,37,5,0,0,0,0,0,21,12,23,3,0,0,0,0,4,20,7,18,5,0,0,0,0,2,16,7,25,11,2,0,0,0,4,7,6,33,17,4,0,1,0,5,8,8,28,22,2,0,1,0,0,4,7,39,25,7,0,0,0,0,4,6,30,29,12,0,0,0,0,1,1,23,37,17,0,2,0,0,2,6,25,19,38,0,1,0,1,1,5,14,16,153,3,15,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,0,0,5,2,41,2,0,0,0,1,1,34,10,31,4,0,0,0,0,7,30,6,27,3,0,0,0,1,7,16,4,24,13,0,0,0,0,5,10,9,29,8,0,0,1,0,1,5,6,45,21,0,0,1,0,1,5,9,26,18,4,0,0,0,1,5,1,34,31,13,0,0,0,0,1,3,25,24,26,0,1,0,3,1,4,18,9,44,0,1,0,0,6,3,19,21,121,7,16,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,0,0,10,6,41,4,0,0,0,0,1,33,8,12,0,0,0,0,0,5,25,6,13,2,0,0,0,0,3,19,5,29,9,1,0,0,0,3,7,17,16,13,5,1,0,0,5,3,13,40,23,3,1,0,0,0,6,11,39,22,2,0,1,0,0,2,4,41,41,5,0,1,0,0,6,8,28,24,13,0,1,0,0,5,0,22,11,34,1,2,0,2,5,3,11,22,133,3,49,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,0,0,3,16,40,7,0,0,0,0,2,36,4,18,0,0,0,0,0,7,34,11,18,2,0,0,0,0,10,15,4,29,5,1,0,0,0,5,19,13,47,9,4,0,0,0,7,12,6,38,8,4,0,0,0,4,13,9,58,24,1,0,0,1,3,4,9,31,47,9,0,0,0,1,7,12,43,29,23,0,0,0,0,9,5,22,8,41,0,1,0,2,7,4,19,25,170,0,38,106Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土村,0,0,8,17,30,1,0,0,0,0,0,25,17,34,8,0,0,0,0,2,27,6,39,2,0,0,0,0,2,15,9,24,10,4,0,0,0,1,7,12,33,19,12,0,0,0,0,9,16,24,37,21,0,0,1,3,4,7,11,32,30,0,1,0,1,0,4,17,29,34,0,0,0,0,4,4,9,17,41,0,0,0,0,0,3,10,9,36,0,0,0,0,0,1,7,0,80,1,1,106Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台村,0,0,5,4,22,3,0,0,0,0,0,12,10,21,6,0,0,0,0,2,16,5,23,5,0,0,0,0,1,11,3,28,13,3,0,0,0,2,5,3,20,12,8,0,0,1,0,2,4,13,10,6,0,0,0,0,0,2,11,21,19,0,1,0,1,0,1,8,27,24,0,0,0,0,1,6,16,21,31,0,0,0,0,1,3,8,12,23,0,0,0,2,2,2,5,5,74,4,0,106Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,0,0,4,8,13,1,0,0,0,0,0,13,9,19,0,0,0,0,0,0,29,6,17,1,0,0,0,0,2,13,7,24,6,0,0,0,0,4,7,8,23,9,5,0,0,0,4,6,6,14,16,7,0,0,2,0,5,6,21,19,5,0,2,0,1,2,2,25,26,5,0,0,0,1,3,4,9,31,23,0,1,1,0,6,3,13,11,31,0,1,1,0,2,5,9,6,53,3,0,106Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,0,0,2,5,8,3,0,0,0,0,0,13,2,10,1,0,0,0,0,2,14,4,10,0,0,0,0,0,4,7,0,11,1,0,0,1,0,0,6,2,12,12,4,0,0,0,0,0,1,8,13,2,0,1,0,1,4,0,11,10,4,0,0,0,1,2,4,11,7,8,0,0,1,0,3,3,7,13,12,0,1,0,0,1,3,7,2,11,0,0,0,0,0,0,3,2,19,3,0,106Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,0,0,2,1,12,1,0,0,0,0,2,9,3,7,0,0,0,0,0,1,14,6,15,1,0,0,0,0,1,5,4,9,5,1,0,0,0,2,8,6,18,10,1,0,0,0,1,4,1,10,12,2,0,0,0,1,3,2,12,9,3,0,0,0,2,2,4,18,14,3,0,0,0,1,3,3,17,10,12,0,0,0,0,1,3,5,9,20,0,1,0,0,2,1,6,3,47,0,2,106Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,0,0,0,6,14,3,0,0,0,0,0,2,4,10,2,0,0,0,0,1,6,3,14,0,0,0,0,0,0,5,1,11,3,1,0,0,0,2,0,2,11,4,5,0,0,0,0,2,5,14,13,1,0,0,0,0,1,3,11,16,3,0,1,0,0,0,5,9,16,9,0,0,0,0,3,1,14,11,5,0,0,0,0,0,0,8,2,14,0,0,0,0,1,1,5,3,47,2,0,106Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,0,0,13,9,34,5,0,0,0,0,3,46,16,23,3,0,0,0,1,15,51,8,35,4,1,0,0,0,15,38,13,35,7,0,0,0,2,13,23,14,46,10,2,0,1,1,5,14,18,49,19,2,0,0,0,9,11,16,43,9,0,0,0,0,8,11,10,38,26,9,0,0,0,4,8,7,41,25,22,0,0,0,0,1,1,18,8,38,0,0,0,0,5,3,7,6,106,0,3,106Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,0,0,8,9,41,3,0,0,0,0,1,45,13,22,1,0,0,0,0,11,49,11,16,4,0,0,0,0,12,42,8,33,3,1,0,0,1,13,37,17,42,13,2,0,0,1,4,20,26,51,18,2,0,0,1,5,10,19,36,16,1,0,0,0,2,6,6,23,15,6,0,0,0,2,5,4,17,21,23,0,0,0,0,7,2,10,12,25,0,2,0,2,1,1,14,6,83,0,2,106Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,0,0,13,18,62,3,0,0,0,0,5,74,18,26,2,0,0,0,0,13,82,15,40,1,0,0,0,1,10,59,20,48,8,0,0,0,1,6,23,32,79,13,1,0,0,0,8,18,18,75,23,0,0,0,1,1,20,27,68,31,3,1,0,0,5,10,17,49,23,5,0,2,1,5,3,13,39,31,26,0,1,0,1,5,6,22,13,45,0,2,0,0,4,6,19,16,137,1,1,106Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,0,0,11,9,30,5,0,0,0,0,2,33,8,22,5,0,0,0,0,4,24,4,23,2,0,0,0,1,5,24,5,20,1,0,0,0,1,6,17,11,23,5,1,0,1,2,8,12,13,19,14,2,0,1,0,3,6,8,29,18,0,0,0,0,3,4,9,35,12,0,0,1,0,0,6,3,38,14,6,0,1,0,2,3,4,27,13,13,0,1,0,2,6,13,36,21,86,0,5,106Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,0,0,9,4,25,4,0,0,0,0,4,31,5,3,1,1,0,0,1,10,33,3,7,1,0,0,0,1,9,40,4,10,2,1,0,0,1,16,36,18,12,2,0,0,0,1,5,19,9,21,9,2,0,0,0,4,9,6,34,3,1,0,0,0,4,13,11,29,5,0,0,0,0,1,5,13,38,10,1,0,0,0,0,8,11,30,7,9,0,0,0,0,12,11,58,32,71,0,5,106Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,0,0,62,21,180,29,1,0,0,0,16,217,40,35,2,0,0,0,0,36,152,16,39,4,1,0,0,3,38,103,12,48,10,1,0,0,6,45,92,52,82,10,8,0,0,6,57,66,59,87,23,5,0,0,5,38,54,49,91,23,4,0,0,3,33,44,61,120,28,9,0,0,7,20,46,43,112,45,17,0,1,0,12,28,35,86,28,39,0,2,1,6,70,49,115,40,178,2,22,106Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,0,0,11,4,29,3,0,0,0,0,0,38,5,11,2,0,0,0,0,3,35,4,5,0,0,0,0,0,11,24,7,14,3,0,0,0,1,6,31,11,13,4,1,0,0,0,6,14,7,25,3,3,0,0,0,8,10,15,28,8,1,0,0,0,5,11,13,27,7,1,0,0,0,5,12,9,35,10,2,0,0,0,1,10,6,45,3,11,0,0,0,5,18,17,55,46,78,0,9,106Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,0,0,15,6,58,8,1,0,0,0,6,71,20,28,1,0,0,0,1,11,67,13,39,6,0,0,0,2,5,41,25,47,10,0,0,0,0,9,25,28,68,17,5,0,0,1,5,21,26,80,20,6,0,0,0,9,11,21,73,28,4,0,1,1,9,9,15,70,49,7,0,1,0,5,5,21,71,36,9,0,0,0,1,6,7,54,29,47,1,1,1,0,12,14,40,38,190,7,22,106Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,0,0,6,5,18,3,1,0,0,0,2,28,9,12,0,0,0,0,1,5,36,4,15,0,0,0,0,0,3,23,12,21,6,0,0,0,0,3,11,8,24,5,2,0,0,0,3,12,7,26,9,1,0,0,0,0,5,8,28,7,1,0,0,0,3,3,8,39,18,1,0,0,0,2,3,10,39,14,7,0,1,0,3,5,6,30,16,14,0,1,0,1,4,11,34,16,72,4,12,106Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,0,0,8,6,29,10,2,0,0,0,2,23,7,12,0,0,0,0,1,7,28,4,15,3,0,0,0,1,7,41,8,20,6,0,0,0,1,12,37,16,32,7,4,0,0,0,15,14,18,29,8,2,0,0,1,7,11,16,31,14,2,0,0,0,3,5,5,31,21,5,0,0,0,1,10,7,30,16,4,0,0,1,0,4,10,36,11,9,0,0,0,1,8,8,25,26,59,1,6,106Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,0,0,9,2,23,3,0,0,0,0,1,21,5,21,0,0,0,0,0,2,25,7,21,3,0,0,0,0,2,15,4,22,6,0,0,0,0,4,6,9,28,6,4,0,0,0,4,9,4,16,11,1,0,0,0,3,7,5,24,19,3,0,0,0,1,5,6,25,29,4,0,0,0,1,3,6,26,17,7,0,0,0,0,2,1,7,4,16,0,0,0,1,2,7,17,15,76,0,12,106Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,0,0,47,10,112,14,2,0,0,0,11,152,26,47,2,0,0,0,1,47,140,10,41,3,0,0,0,3,48,126,22,61,9,0,0,0,3,27,91,58,72,19,4,0,0,1,24,45,55,96,24,11,0,0,2,23,32,44,123,38,9,0,1,1,17,35,41,137,41,5,0,0,2,17,29,44,139,48,11,0,1,0,11,33,51,140,44,48,0,1,1,3,65,55,161,75,214,3,29,106Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,0,0,28,12,98,17,0,0,0,0,7,85,12,18,1,0,0,0,0,22,58,9,15,0,0,0,0,1,19,53,16,18,8,2,0,0,1,24,41,28,34,7,4,0,0,3,20,32,48,50,4,2,0,0,2,20,28,32,58,12,1,0,0,0,12,25,18,64,10,1,0,0,1,6,15,20,44,14,8,0,0,1,4,12,19,32,10,9,0,1,1,7,32,31,71,39,83,1,11,106Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,0,0,10,5,30,6,0,0,0,0,2,44,10,20,1,0,0,0,0,4,40,6,17,5,0,0,0,0,11,48,11,24,0,0,0,0,1,10,37,18,19,10,2,0,0,0,5,9,10,21,6,2,0,0,0,1,11,7,36,14,3,0,0,1,4,9,8,28,14,0,0,0,0,5,9,12,28,18,4,0,1,1,2,9,7,33,8,13,0,0,1,0,15,19,31,17,73,2,7,106Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,0,0,51,27,143,16,4,0,0,0,10,116,30,48,1,0,0,0,0,21,81,16,41,5,0,0,0,1,17,46,18,47,5,0,0,0,3,29,43,32,65,14,5,0,0,4,21,35,52,79,22,5,0,0,3,33,31,37,82,30,2,0,0,5,16,25,18,87,54,11,0,0,1,7,29,11,73,57,17,0,1,4,4,10,19,37,16,46,0,2,2,2,9,16,36,31,144,3,26,106Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,0,0,54,36,185,18,1,0,0,0,17,176,22,48,2,0,0,0,0,19,101,11,36,5,0,0,0,0,25,83,21,46,7,1,0,0,0,39,71,53,85,15,7,0,0,1,35,57,60,92,19,6,0,0,6,36,68,77,140,28,1,0,0,3,30,47,54,103,47,7,0,0,2,6,21,28,85,27,16,0,0,1,3,17,16,73,17,24,0,0,1,7,22,27,75,47,127,7,17,106Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,0,0,5,12,33,8,0,0,0,0,4,41,14,8,3,0,0,0,0,5,24,5,22,1,0,0,0,0,5,18,5,21,0,1,0,0,0,5,14,9,20,8,2,0,0,0,1,8,17,27,13,0,0,0,0,4,7,15,39,18,2,0,0,0,2,6,6,37,21,2,0,1,0,1,1,8,27,20,7,0,0,0,1,2,6,18,9,27,0,0,0,0,3,5,28,30,91,3,13,106Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,0,0,58,33,214,35,2,0,0,0,12,236,31,62,1,0,0,0,0,49,216,23,55,5,0,0,0,4,63,160,36,71,6,4,0,0,7,50,123,56,91,13,4,0,0,2,52,82,65,103,18,1,0,0,2,35,60,74,163,39,5,0,1,0,30,53,66,149,40,4,0,0,4,24,45,69,183,44,14,0,0,3,9,51,53,162,39,51,0,0,2,15,79,65,170,91,250,7,34,106Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,0,0,57,28,126,11,0,0,0,0,17,167,29,37,1,1,0,0,1,37,132,20,34,3,0,0,0,0,24,96,25,50,9,1,0,0,2,36,75,60,63,19,4,0,0,1,43,52,58,87,24,1,0,0,9,47,57,49,86,37,3,0,0,3,34,37,45,118,31,8,0,0,5,14,21,35,106,36,20,0,2,2,6,19,16,83,18,48,0,1,0,5,28,23,99,45,213,2,25,106Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,0,0,30,22,87,15,1,0,0,0,4,110,25,49,2,0,0,0,0,15,84,10,40,1,0,0,0,0,22,65,18,57,12,0,0,0,1,18,49,37,51,31,1,0,0,1,26,31,36,81,44,6,0,0,0,26,25,50,98,39,5,0,1,1,15,26,27,69,57,14,0,0,0,9,14,28,71,31,18,0,1,2,7,15,16,52,25,31,0,5,1,4,15,13,46,42,171,2,25,106Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,0,0,41,20,110,21,1,0,0,1,5,140,34,53,5,0,0,0,2,25,122,20,38,2,1,0,0,2,36,142,26,59,6,1,0,0,4,43,72,54,80,28,3,0,1,4,22,57,50,79,21,5,0,0,5,28,46,31,102,30,3,0,0,2,9,35,41,113,48,12,0,0,1,10,35,47,132,49,19,0,1,0,3,27,31,101,21,52,0,1,1,11,44,46,86,45,215,4,22,106Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,0,0,11,10,63,6,1,0,0,0,1,72,22,39,4,0,0,0,0,8,46,12,40,6,0,0,0,0,3,30,12,50,7,0,0,0,1,4,15,14,52,16,3,0,1,0,5,13,11,54,12,2,0,0,1,3,11,16,75,22,5,0,0,0,1,9,16,75,45,9,0,0,0,1,4,4,51,48,14,0,1,0,1,3,6,23,25,50,1,1,0,0,7,8,24,23,149,1,15,106Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,0,0,37,28,141,16,0,0,0,0,6,123,32,65,1,0,0,0,0,21,131,22,73,4,1,0,0,0,14,84,15,73,16,3,0,0,6,19,56,32,83,17,5,0,0,1,15,23,38,96,27,5,0,1,3,11,30,44,106,36,5,0,0,0,15,24,35,119,80,19,0,1,0,3,18,23,100,64,33,0,1,0,1,11,22,55,30,75,0,2,0,4,20,25,82,53,258,2,22,106Y
