COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,DEAD_CNT,DEAD_M_CNT,DEAD_F_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,死亡數,死亡登記男性人口數,死亡登記女性人口數,資料時間
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,19,15,4,106Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,7,3,4,106Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,3,2,1,106Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,10,8,2,106Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,11,7,4,106Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,34,25,9,106Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,4,4,0,106Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,11,8,3,106Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,7,4,3,106Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,14,7,7,106Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,8,6,2,106Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,31,17,14,106Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,12,7,5,106Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,16,11,5,106Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,22,11,11,106Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,36,22,14,106Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,7,3,4,106Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,16,8,8,106Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,11,7,4,106Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,3,0,3,106Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,11,8,3,106Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,3,3,0,106Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,1,1,0,106Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,28,14,14,106Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,14,6,8,106Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,9,7,2,106Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,37,23,14,106Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,30,19,11,106Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,16,11,5,106Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,7,4,3,106Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,2,1,1,106Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,11,9,2,106Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,9,7,2,106Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,20,14,6,106Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,2,1,1,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,20,14,6,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,19,10,9,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,11,7,4,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,13,9,4,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,13,8,5,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,12,7,5,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,20,10,10,106Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土村,9,6,3,106Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台村,12,9,3,106Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,10,5,5,106Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,4,3,1,106Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,9,5,4,106Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,4,4,0,106Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,7,6,1,106Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,5,2,3,106Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,5,3,2,106Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,5,4,1,106Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,11,7,4,106Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,30,19,11,106Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,9,6,3,106Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,22,13,9,106Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,12,11,1,106Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,9,7,2,106Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,10,6,4,106Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,40,26,14,106Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,9,5,4,106Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,6,3,3,106Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,18,10,8,106Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,16,11,5,106Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,13,6,7,106Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,30,18,12,106Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,28,18,10,106Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,9,5,4,106Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,33,17,16,106Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,14,7,7,106Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,32,16,16,106Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,45,39,6,106Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,19,13,6,106Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,14,9,5,106Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,17,9,8,106Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,26,17,9,106Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,11,8,3,106Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,20,16,4,106Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,14,10,4,106Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,5,2,3,106Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,15,8,7,106Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,14,13,1,106Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,9,6,3,106Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,10,7,3,106Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,58,38,20,106Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,18,7,11,106Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,16,12,4,106Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,2,1,1,106Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,28,20,8,106Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,33,22,11,106Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,53,41,12,106Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,33,16,17,106Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,20,9,11,106Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,63,41,22,106Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,13,5,8,106Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,13,8,5,106Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,3,2,1,106Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,5,3,2,106Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,14,5,9,106Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,25,18,7,106Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,14,10,4,106Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,13,8,5,106Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,22,12,10,106Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,14,11,3,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,8,3,5,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,12,7,5,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,6,1,5,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,10,8,2,106Y
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,15,11,4,107Y
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,17,9,8,107Y
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,24,15,9,107Y
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,31,22,9,107Y
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,8,5,3,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,4,2,2,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,23,15,8,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,9,6,3,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,14,8,6,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,18,12,6,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,18,13,5,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,13,11,2,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,19,10,9,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,13,9,4,107Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,16,8,8,107Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,37,19,18,107Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,10,5,5,107Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,28,20,8,107Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,20,11,9,107Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,20,14,6,107Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,34,12,22,107Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,16,8,8,107Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,5,4,1,107Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,10,3,7,107Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,7,6,1,107Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,3,1,2,107Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,16,10,6,107Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,6,4,2,107Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,18,12,6,107Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,19,14,5,107Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,9,5,4,107Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,2,2,0,107Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,41,24,17,107Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,6,3,3,107Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,11,8,3,107Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,12,8,4,107Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,13,8,5,107Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,23,17,6,107Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,8,3,5,107Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,17,10,7,107Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,9,6,3,107Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,9,6,3,107Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,13,9,4,107Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,11,6,5,107Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,36,24,12,107Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,6,4,2,107Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,6,4,2,107Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,4,2,2,107Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,15,11,4,107Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,7,4,3,107Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,33,19,14,107Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,3,2,1,107Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,16,10,6,107Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,23,13,10,107Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,36,24,12,107Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,5,3,2,107Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,21,10,11,107Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,6,5,1,107Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,12,6,6,107Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,12,7,5,107Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,3,2,1,107Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,9,6,3,107Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,30,18,12,107Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,13,9,4,107Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,11,7,4,107Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,46,28,18,107Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,31,18,13,107Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,14,10,4,107Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,9,4,5,107Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,3,2,1,107Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,9,7,2,107Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,19,12,7,107Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,9,4,5,107Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,5,4,1,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,22,10,12,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,15,4,11,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,9,5,4,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,12,9,3,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,11,4,7,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,23,16,7,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,15,7,8,107Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土村,10,7,3,107Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台村,13,9,4,107Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,9,4,5,107Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,8,6,2,107Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,4,3,1,107Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,7,4,3,107Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,9,5,4,107Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,5,1,4,107Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,10,5,5,107Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,6,4,2,107Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,6,1,5,107Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,27,17,10,107Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,7,3,4,107Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,18,11,7,107Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,7,5,2,107Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,13,10,3,107Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,4,3,1,107Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,19,12,7,107Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,13,8,5,107Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,14,7,7,107Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,17,13,4,107Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,22,14,8,107Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,11,7,4,107Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,23,15,8,107Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,32,18,14,107Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,16,10,6,107Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,22,13,9,107Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,17,12,5,107Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,28,18,10,107Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,38,33,5,107Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,17,10,7,107Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,15,10,5,107Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,15,9,6,107Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,23,13,10,107Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,14,10,4,107Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,29,18,11,107Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,18,10,8,107Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,6,4,2,107Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,29,20,9,107Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,16,7,9,107Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,12,4,8,107Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,5,3,2,107Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,54,31,23,107Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,25,17,8,107Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,11,10,1,107Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,4,1,3,107Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,24,15,9,107Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,24,15,9,107Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,41,25,16,107Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,36,20,16,107Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,16,10,6,107Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,51,38,13,107Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,13,12,1,107Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,7,2,5,107Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,8,3,5,107Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,9,6,3,107Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,14,4,10,107Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,16,9,7,107Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,8,3,5,107Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,11,6,5,107Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,23,12,11,107Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,10,6,4,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,12,6,6,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,8,4,4,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,2,2,0,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,10,3,7,107Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,23,17,6,108Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,8,4,4,108Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,24,18,6,108Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,31,17,14,108Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,22,9,13,108Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,45,30,15,108Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,63,39,24,108Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,24,14,10,108Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,11,9,2,108Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,39,17,22,108Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,28,14,14,108Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,30,13,17,108Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,17,14,3,108Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,4,3,1,108Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,12,8,4,108Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,9,6,3,108Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,15,9,6,108Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,10,5,5,108Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,9,5,4,108Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,10,7,3,108Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,10,9,1,108Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,17,10,7,108Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,5,4,1,108Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,7,6,1,108Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,12,7,5,108Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,7,4,3,108Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,7,4,3,108Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,7,5,2,108Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,14,5,9,108Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,20,13,7,108Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,34,26,8,108Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,23,13,10,108Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,14,12,2,108Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,16,6,10,108Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,21,15,6,108Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,34,22,12,108Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,12,6,6,108Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,79,45,34,108Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,47,31,16,108Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,28,21,7,108Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,17,14,3,108Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,22,11,11,108Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,10,4,6,108Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,18,11,7,108Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,17,13,4,108Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,27,15,12,108Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,7,3,4,108Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,13,6,7,108Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,21,11,10,108Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,35,23,12,108Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,23,16,7,108Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,34,20,14,108Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,18,10,8,108Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,33,18,15,108Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,19,14,5,108Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,13,9,4,108Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,11,8,3,108Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,11,6,5,108Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,24,17,7,108Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,7,4,3,108Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,4,4,0,108Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,10,4,6,108Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,7,2,5,108Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,10,7,3,108Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,13,8,5,108Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,19,14,5,108Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,17,10,7,108Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,18,15,3,108Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,35,26,9,108Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,19,12,7,108Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,30,18,12,108Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,12,7,5,108Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,25,13,12,108Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,15,7,8,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,8,4,4,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,12,8,4,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,8,7,1,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,14,10,4,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,13,7,6,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,23,17,6,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,13,8,5,108Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,30,19,11,108Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,13,3,10,108Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,9,7,2,108Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,9,7,2,108Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,29,14,15,108Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,11,5,6,108Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,17,11,6,108Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,5,5,0,108Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,6,3,3,108Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,11,6,5,108Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,33,20,13,108Y
