COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A15UP_M1_CNT,A15UP_M2_CNT,A15UP_M5_CNT,A15UP_M3_CNT,A15UP_M6_CNT,A15UP_M4_CNT,A15UP_M7_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,未婚人口數,有偶(不同性別)人口數,有偶(相同性別)人口數,離婚(不同性別)人口數,離婚(相同性別)人口數,喪偶(不同性別)人口數,喪偶(相同性別)人口數,資料時間
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,423,550,1,187,0,126,0,109Y
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,410,598,2,223,0,166,0,109Y
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,192,213,0,85,0,50,0,109Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,357,493,0,95,0,54,0,109Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,367,534,0,86,0,63,0,109Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,563,768,0,127,0,84,0,109Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,281,313,0,84,0,81,0,109Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,94,106,0,19,0,38,0,109Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,98,118,0,15,0,27,0,109Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,392,397,0,96,0,108,0,109Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,214,257,0,54,0,60,0,109Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,185,220,0,47,0,57,0,109Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,228,245,0,75,0,58,0,109Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,97,156,0,31,0,31,0,109Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,148,201,0,31,0,46,0,109Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,198,259,2,73,2,58,0,109Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,382,455,1,109,0,85,0,109Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,199,213,0,82,0,35,0,109Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,231,286,0,52,0,53,0,109Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,486,531,1,166,0,101,0,109Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,122,128,0,53,0,38,0,109Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,96,145,0,60,0,35,0,109Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台坂村,192,264,0,96,0,66,0,109Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土坂村,349,360,0,97,0,74,0,109Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,109,128,0,53,0,42,0,109Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,173,236,0,93,0,64,0,109Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,116,175,0,48,0,39,0,109Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,119,127,0,49,0,23,0,109Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,508,632,1,123,0,68,0,109Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,363,342,0,56,0,42,0,109Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,487,605,2,134,0,66,0,109Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,410,451,0,79,0,58,0,109Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,755,1036,1,326,0,246,0,110Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,788,1041,2,278,0,151,0,110Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,1073,1256,4,334,0,249,0,110Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,1052,1502,2,225,0,212,0,110Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,1000,1116,3,393,0,225,0,110Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,1242,1674,5,397,0,217,0,110Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,932,1285,0,270,0,232,0,110Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,498,555,0,205,0,139,0,110Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,900,1113,3,237,0,193,0,110Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,1099,1424,3,305,0,257,0,110Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,1177,1675,2,267,0,177,0,110Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,847,1265,3,217,0,177,0,110Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,861,932,5,311,0,197,0,110Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,650,760,0,265,1,194,0,110Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,771,945,1,262,0,223,0,110Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,733,728,0,288,0,172,0,110Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,652,739,1,263,0,108,0,110Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,608,965,0,176,1,151,0,110Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,655,610,1,248,0,166,0,110Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,840,1013,0,285,1,201,0,110Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,1178,1411,5,384,0,248,0,110Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,1013,1259,3,289,1,165,0,110Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,665,860,3,168,0,123,0,110Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,1037,1314,7,268,1,172,0,110Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,461,645,3,148,0,102,0,110Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,708,999,0,185,1,162,0,110Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,521,570,2,191,0,160,0,110Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,1158,1353,2,368,2,266,0,110Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,1346,1590,2,395,0,285,0,110Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,824,1112,1,235,0,222,0,110Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,439,589,0,141,0,113,0,110Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,464,609,0,160,0,150,0,110Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,466,545,1,144,0,116,0,110Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,866,969,4,306,1,261,0,110Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,726,799,3,327,1,224,0,110Y
10014,臺東縣,10014010,臺東市,10014010-047,仁和里,1146,1440,3,376,0,243,0,110Y
10014,臺東縣,10014010,臺東市,10014010-048,豐安里,999,1250,4,272,2,202,0,110Y
10014,臺東縣,10014010,臺東市,10014010-049,豐盛里,1298,1573,2,348,0,202,0,110Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,164,257,1,94,0,79,0,110Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,278,369,1,156,0,131,0,110Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,422,573,2,197,0,146,0,110Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,899,1250,1,315,0,253,0,110Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,621,892,0,190,0,189,0,110Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,702,1032,0,234,0,210,0,110Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,213,329,0,113,0,84,0,110Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,602,755,4,242,0,208,0,110Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,551,765,1,209,0,202,0,110Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,406,494,0,137,0,114,0,110Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,297,397,0,108,0,78,0,110Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,270,382,1,65,0,62,0,110Y
10014,臺東縣,10014030,關山鎮,10014030-005,里壠里,586,713,0,180,0,177,0,110Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,172,222,0,74,0,66,0,110Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,226,303,0,92,0,77,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,154,177,1,91,0,55,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,134,187,0,71,0,59,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,163,160,0,90,0,63,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,82,146,0,52,0,46,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,385,500,2,153,1,129,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,444,511,0,167,1,145,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,381,460,3,128,0,102,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,824,957,1,261,0,251,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,461,419,1,186,2,103,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,1106,1375,11,454,3,274,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,415,440,1,164,1,98,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,467,452,0,155,0,108,0,110Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,315,488,0,174,0,110,0,110Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,245,256,0,88,0,73,0,110Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,287,387,1,107,0,116,0,110Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,258,407,0,106,0,85,0,110Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,484,621,2,206,0,150,0,110Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,287,405,1,99,0,96,0,110Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,359,444,2,143,0,111,0,110Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,306,541,0,111,0,118,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,380,446,0,153,0,154,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,210,286,0,88,0,87,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,100,138,0,39,0,45,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,260,384,0,89,0,74,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,654,909,2,208,1,192,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,77,173,0,39,0,42,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,273,399,1,100,0,87,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,86,144,0,31,0,44,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,131,172,0,53,0,43,0,110Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,138,167,1,68,0,63,0,110Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,533,585,3,233,0,207,0,110Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,355,499,1,142,0,170,0,110Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,348,390,4,124,0,105,0,110Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,74,96,0,42,0,36,0,110Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,163,211,0,77,0,71,0,110Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,266,409,1,134,0,118,0,110Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,663,916,3,286,0,260,0,110Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,185,227,0,85,0,96,0,110Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,365,468,0,157,0,172,0,110Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,177,224,3,78,0,64,0,110Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,678,827,1,263,0,226,0,110Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,278,370,0,98,0,122,0,110Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,371,503,0,130,0,159,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,494,561,0,174,0,123,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,189,265,0,79,0,65,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,176,296,0,51,0,84,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,192,263,0,74,0,52,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,477,656,0,131,0,145,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,602,820,0,217,0,180,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,247,377,0,106,0,92,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,641,672,1,274,0,175,0,110Y
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,309,357,2,143,1,122,0,110Y
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,239,308,1,117,0,93,0,110Y
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,419,394,1,177,2,117,0,110Y
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,440,549,1,181,0,126,0,110Y
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,398,575,2,223,0,161,0,110Y
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,198,212,1,92,0,48,0,110Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,380,489,2,83,0,50,0,110Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,393,538,0,82,0,62,0,110Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,632,776,1,148,1,91,0,110Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,298,315,0,83,0,75,0,110Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,100,105,0,22,0,35,0,110Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,105,121,0,15,0,27,0,110Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,411,399,0,93,0,99,0,110Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,230,267,0,57,0,61,0,110Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,194,222,0,51,0,58,0,110Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,244,250,0,71,0,58,0,110Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,110,162,0,32,0,30,0,110Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,149,206,0,35,0,43,0,110Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,194,263,2,70,2,59,0,110Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,406,434,1,117,0,93,0,110Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,206,218,0,85,0,37,0,110Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,232,279,0,51,0,56,0,110Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,506,521,1,167,0,99,0,110Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,118,119,0,61,0,39,0,110Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,100,140,0,62,0,37,0,110Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台坂村,196,256,0,97,0,66,0,110Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土坂村,358,355,0,101,0,72,0,110Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,115,134,0,53,0,44,0,110Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,172,230,2,89,0,65,0,110Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,114,175,0,48,0,35,0,110Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,124,122,0,50,0,18,0,110Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,527,634,1,128,0,71,0,110Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,370,339,0,61,0,41,0,110Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,511,600,2,134,0,66,0,110Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,427,441,0,88,0,59,0,110Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,757,1012,1,325,0,240,0,111Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,796,1066,2,278,0,149,0,111Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,1067,1271,5,329,0,241,0,111Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,1053,1514,2,239,0,224,0,111Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,1022,1158,1,387,2,215,0,111Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,1230,1664,5,397,0,217,0,111Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,921,1258,0,280,0,234,0,111Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,502,560,0,205,0,136,0,111Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,880,1076,4,239,0,191,0,111Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,1086,1373,5,304,1,260,0,111Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,1139,1666,2,248,0,180,0,111Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,816,1213,3,230,0,178,0,111Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,872,915,5,320,0,202,0,111Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,628,743,1,271,0,194,0,111Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,746,903,1,267,0,215,0,111Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,718,731,1,284,0,170,0,111Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,641,711,0,278,0,99,0,111Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,586,900,2,169,1,155,0,111Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,652,610,0,249,1,170,0,111Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,844,987,4,297,1,207,0,111Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,1170,1435,5,378,1,252,0,111Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,1021,1234,3,287,1,162,0,111Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,639,848,3,173,0,126,0,111Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,1036,1296,8,274,2,180,0,111Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,464,649,3,146,0,109,0,111Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,695,981,2,188,1,163,0,111Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,487,547,0,201,0,156,0,111Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,1146,1353,2,364,3,266,0,111Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,1296,1549,11,412,1,290,0,111Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,832,1092,1,242,0,218,0,111Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,428,575,0,132,0,124,0,111Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,451,604,3,160,0,150,0,111Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,475,544,2,151,2,115,0,111Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,855,943,4,310,2,256,0,111Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,738,790,3,338,1,228,0,111Y
10014,臺東縣,10014010,臺東市,10014010-047,仁和里,1131,1414,4,365,1,250,0,111Y
10014,臺東縣,10014010,臺東市,10014010-048,豐安里,1027,1348,5,281,2,203,0,111Y
10014,臺東縣,10014010,臺東市,10014010-049,豐盛里,1305,1558,2,368,0,203,0,111Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,156,253,2,95,0,78,0,111Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,284,357,1,158,0,131,0,111Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,421,560,1,198,1,145,0,111Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,887,1237,2,322,0,245,0,111Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,620,936,0,194,0,188,0,111Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,694,1032,0,225,0,206,0,111Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,205,312,0,118,0,82,0,111Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,591,752,4,238,0,215,0,111Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,541,758,1,206,0,203,0,111Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,396,487,0,136,0,115,0,111Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,287,402,0,107,0,74,0,111Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,262,381,0,66,0,61,0,111Y
10014,臺東縣,10014030,關山鎮,10014030-005,里壠里,558,695,1,187,0,187,0,111Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,172,222,0,76,0,63,0,111Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,223,307,0,89,0,71,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,160,176,1,91,0,56,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,131,187,0,78,0,57,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,161,154,0,96,0,63,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,82,143,0,50,0,48,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,377,476,2,158,2,136,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,441,492,0,175,1,145,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,359,465,2,129,1,98,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,799,952,0,274,1,244,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,460,435,2,193,2,100,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,1129,1400,7,470,5,273,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,418,441,0,168,1,95,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,466,452,1,161,0,105,0,111Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,307,477,0,181,0,112,0,111Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,240,252,0,87,0,72,0,111Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,282,367,1,113,0,110,0,111Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,251,392,1,112,0,90,0,111Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,465,607,4,208,0,149,0,111Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,289,391,2,92,0,97,0,111Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,351,444,1,139,2,110,0,111Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,304,524,0,123,0,116,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,380,419,0,159,0,158,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,212,288,0,94,0,89,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,97,141,0,37,0,46,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,264,377,0,94,0,75,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,652,908,2,199,1,191,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,80,172,0,41,0,38,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,267,403,2,103,0,86,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,90,154,0,35,0,44,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,125,162,0,51,0,45,0,111Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,141,175,0,65,0,62,0,111Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,520,572,3,236,1,196,0,111Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,352,480,2,140,0,182,0,111Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,365,408,2,120,0,103,0,111Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,73,88,0,45,0,35,0,111Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,163,207,0,76,0,69,0,111Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,270,420,1,134,0,125,0,111Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,661,904,4,286,0,262,0,111Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,182,217,0,89,0,94,0,111Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,364,461,2,157,0,172,0,111Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,170,220,1,81,0,63,0,111Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,673,827,1,256,0,231,0,111Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,283,359,0,96,0,129,0,111Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,369,506,1,138,0,157,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,493,550,2,169,0,116,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,186,252,0,81,0,70,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,175,297,0,54,0,84,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,187,262,0,74,0,52,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,471,639,0,147,0,143,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,606,819,0,219,0,181,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,233,381,1,107,0,92,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,634,674,4,284,0,175,0,111Y
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,304,355,4,148,1,121,0,111Y
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,251,318,1,117,0,95,0,111Y
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,421,395,1,181,2,119,0,111Y
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,436,533,1,179,0,127,0,111Y
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,397,555,2,228,0,153,0,111Y
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,203,214,1,89,0,52,0,111Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,403,494,0,90,2,53,0,111Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,402,542,0,93,0,60,0,111Y
