COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A14_CNT,A0A14_M_CNT,A0A14_F_CNT,A15A64_CNT,A15A64_M_CNT,A15A64_F_CNT,A65UP_CNT,A65UP_M_CNT,A65UP_F_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-14歲人口數,0-14歲男性人口數,0-14歲女性人口數,15-64歲人口數,15-64歲男性人口數,15-64歲女性人口數,65歲以上人口數,65歲以上男性人口數,65歲以上女性人口數,資料時間
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,137,83,54,1392,781,611,429,194,235,109Y03M
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,154,73,81,1300,724,576,441,194,247,109Y03M
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,182,81,101,949,491,458,223,96,127,109Y03M
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,122,64,58,735,407,328,179,79,100,109Y03M
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,103,54,49,618,315,303,210,104,106,109Y03M
10014,臺東縣,10014030,關山鎮,10014030-005,里壠里,231,114,117,1347,685,662,373,160,213,109Y03M
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,52,27,25,409,243,166,136,71,65,109Y03M
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,65,33,32,566,332,234,163,74,89,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,56,25,31,391,227,164,94,43,51,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,37,17,20,333,186,147,114,57,57,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,49,25,24,386,224,162,99,50,49,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,15,8,7,233,146,87,106,54,52,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,110,61,49,901,506,395,291,149,142,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,136,69,67,1027,568,459,284,119,165,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,92,43,49,849,505,344,257,112,145,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,219,109,110,1811,969,842,500,225,275,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,175,84,91,992,524,468,164,76,88,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,322,164,158,2699,1401,1298,479,209,270,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,134,71,63,949,494,455,201,105,96,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,153,78,75,1045,559,486,154,77,77,109Y03M
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,134,76,58,822,451,371,297,151,146,109Y03M
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,62,28,34,527,296,231,147,68,79,109Y03M
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,56,33,23,700,401,299,225,92,133,109Y03M
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,87,45,42,660,336,324,221,104,117,109Y03M
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,148,85,63,1176,656,520,295,139,156,109Y03M
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,81,50,31,701,379,322,218,105,113,109Y03M
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,96,43,53,848,457,391,270,120,150,109Y03M
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,108,53,55,796,443,353,280,138,142,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,127,72,55,900,495,405,270,112,158,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,56,34,22,509,274,235,167,75,92,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,30,11,19,237,141,96,89,41,48,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,80,45,35,595,306,289,213,99,114,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,275,138,137,1563,769,794,443,181,262,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,33,18,15,259,145,114,93,44,49,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,71,40,31,641,372,269,222,109,113,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,32,17,15,216,121,95,99,41,58,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,39,23,16,307,178,129,96,49,47,109Y03M
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,38,22,16,341,193,148,99,45,54,109Y03M
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,99,58,41,1218,830,388,397,189,208,109Y03M
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,107,54,53,906,510,396,277,117,160,109Y03M
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,78,39,39,754,426,328,252,121,131,109Y03M
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,26,12,14,195,117,78,66,35,31,109Y03M
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,37,20,17,386,216,170,160,65,95,109Y03M
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,75,43,32,649,365,284,277,128,149,109Y03M
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,208,113,95,1619,900,719,524,232,292,109Y03M
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,38,15,23,432,270,162,183,73,110,109Y03M
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,93,48,45,844,548,296,346,154,192,109Y03M
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,59,34,25,412,262,150,135,72,63,109Y03M
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,183,100,83,1535,877,658,481,219,262,109Y03M
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,67,33,34,673,398,275,238,105,133,109Y03M
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,73,45,28,893,559,334,309,141,168,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,140,75,65,1059,569,490,272,127,145,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,50,31,19,472,255,217,136,70,66,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,27,12,15,423,250,173,198,92,106,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,59,36,23,451,273,178,130,70,60,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,156,95,61,1113,566,547,326,145,181,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,206,114,92,1409,763,646,424,199,225,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,70,35,35,630,365,265,196,94,102,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,203,109,94,1496,787,709,273,129,144,109Y03M
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,121,71,50,761,407,354,167,71,96,109Y03M
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,101,57,44,630,343,287,137,62,75,109Y03M
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,162,89,73,971,548,423,166,76,90,109Y03M
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,175,91,84,1082,580,502,232,104,128,109Y03M
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,110,57,53,1123,580,543,295,131,164,109Y03M
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,51,28,23,447,235,212,97,43,54,109Y03M
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,134,73,61,877,491,386,133,71,62,109Y03M
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,124,55,69,918,498,420,142,73,69,109Y03M
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,165,89,76,1335,684,651,196,94,102,109Y03M
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,186,86,100,692,369,323,79,29,50,109Y03M
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,55,29,26,227,118,109,35,16,19,109Y03M
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,55,31,24,240,126,114,29,11,18,109Y03M
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,178,92,86,901,494,407,111,51,60,109Y03M
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,124,74,50,521,288,233,59,33,26,109Y03M
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,98,52,46,460,261,199,46,26,20,109Y03M
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,106,51,55,540,303,237,64,27,37,109Y03M
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,65,35,30,288,156,132,26,11,15,109Y03M
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,76,49,27,382,204,178,51,28,23,109Y03M
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,95,49,46,522,287,235,81,37,44,109Y03M
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,191,97,94,938,509,429,102,47,55,109Y03M
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,107,55,52,483,247,236,50,25,25,109Y03M
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,96,48,48,554,277,277,76,33,43,109Y03M
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,245,118,127,1151,593,558,143,61,82,109Y03M
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,54,32,22,295,161,134,50,24,26,109Y03M
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,55,29,26,293,144,149,49,21,28,109Y03M
10014,臺東縣,10014150,達仁鄉,10014150-001,台坂村,82,41,41,513,292,221,104,43,61,109Y03M
10014,臺東縣,10014150,達仁鄉,10014150-002,土坂村,119,57,62,787,443,344,105,43,62,109Y03M
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,40,28,12,272,151,121,62,31,31,109Y03M
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,69,39,30,491,280,211,90,38,52,109Y03M
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,38,20,18,334,188,146,59,27,32,109Y03M
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,32,19,13,285,143,142,35,18,17,109Y03M
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,235,131,104,1223,594,629,101,50,51,109Y03M
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,131,69,62,719,346,373,75,35,40,109Y03M
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,174,101,73,1159,592,567,138,70,68,109Y03M
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,196,91,105,902,471,431,92,47,45,109Y03M
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,143,80,63,1185,643,542,343,162,181,109Y06M
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,108,58,50,737,420,317,157,63,94,109Y06M
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,161,85,76,1940,1009,931,326,142,184,109Y06M
10014,臺東縣,10014010,臺東市,10014010-004,南王里,260,145,115,2368,1233,1135,493,218,275,109Y06M
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,235,123,112,2410,1206,1204,482,215,267,109Y06M
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,293,153,140,2244,1192,1052,545,256,289,109Y06M
10014,臺東縣,10014010,臺東市,10014010-007,新生里,685,348,337,5633,2762,2871,1189,522,667,109Y06M
10014,臺東縣,10014010,臺東市,10014010-008,民生里,311,168,143,2493,1244,1249,713,309,404,109Y06M
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,114,65,49,699,365,334,183,74,109,109Y06M
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,931,476,455,2184,1015,1169,498,207,291,109Y06M
10014,臺東縣,10014010,臺東市,10014010-011,中心里,958,514,444,2623,1283,1340,554,238,316,109Y06M
10014,臺東縣,10014010,臺東市,10014010-012,自強里,1109,583,526,3417,1628,1789,815,358,457,109Y06M
10014,臺東縣,10014010,臺東市,10014010-013,民族里,822,441,381,1220,567,653,288,134,154,109Y06M
10014,臺東縣,10014010,臺東市,10014010-014,四維里,99,50,49,542,296,246,132,61,71,109Y06M
10014,臺東縣,10014010,臺東市,10014010-015,中華里,193,99,94,1381,710,671,354,149,205,109Y06M
10014,臺東縣,10014010,臺東市,10014010-016,強國里,60,29,31,510,274,236,135,60,75,109Y06M
10014,臺東縣,10014010,臺東市,10014010-017,建國里,99,54,45,972,520,452,298,128,170,109Y06M
10014,臺東縣,10014010,臺東市,10014010-018,民權里,104,65,39,694,370,324,170,77,93,109Y06M
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,60,33,27,561,303,258,170,76,94,109Y06M
10014,臺東縣,10014010,臺東市,10014010-020,中正里,29,17,12,572,291,281,245,113,132,109Y06M
10014,臺東縣,10014010,臺東市,10014010-021,大同里,79,37,42,595,295,300,179,76,103,109Y06M
10014,臺東縣,10014010,臺東市,10014010-022,成功里,84,46,38,641,338,303,172,74,98,109Y06M
10014,臺東縣,10014010,臺東市,10014010-023,文化里,456,239,217,744,393,351,202,112,90,109Y06M
10014,臺東縣,10014010,臺東市,10014010-024,中山里,225,111,114,561,280,281,204,92,112,109Y06M
10014,臺東縣,10014010,臺東市,10014010-025,復國里,59,31,28,488,254,234,124,59,65,109Y06M
10014,臺東縣,10014010,臺東市,10014010-026,興國里,246,131,115,588,286,302,176,70,106,109Y06M
10014,臺東縣,10014010,臺東市,10014010-027,復興里,53,28,25,342,175,167,84,42,42,109Y06M
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,17,10,7,300,150,150,105,40,65,109Y06M
10014,臺東縣,10014010,臺東市,10014010-029,新園里,165,102,63,1417,771,646,291,136,155,109Y06M
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,271,144,127,1746,884,862,377,162,215,109Y06M
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,359,192,167,2660,1404,1256,481,209,272,109Y06M
10014,臺東縣,10014010,臺東市,10014010-032,光明里,624,291,333,2386,1084,1302,351,147,204,109Y06M
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,244,122,122,1265,650,615,269,123,146,109Y06M
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,422,235,187,1908,955,953,312,162,150,109Y06M
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,201,116,85,1166,631,535,211,104,107,109Y06M
10014,臺東縣,10014010,臺東市,10014010-036,東海里,655,330,325,2346,1143,1203,517,225,292,109Y06M
10014,臺東縣,10014010,臺東市,10014010-037,新興里,99,46,53,763,382,381,219,95,124,109Y06M
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,903,459,444,7182,3486,3696,1293,552,741,109Y06M
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,559,280,279,4375,2278,2097,910,401,509,109Y06M
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,275,143,132,2034,1076,958,428,197,231,109Y06M
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,152,82,70,968,541,427,261,129,132,109Y06M
10014,臺東縣,10014010,臺東市,10014010-042,建和里,167,74,93,1125,623,502,306,137,169,109Y06M
10014,臺東縣,10014010,臺東市,10014010-043,建興里,56,33,23,767,398,369,206,89,117,109Y06M
10014,臺東縣,10014010,臺東市,10014010-044,建業里,128,72,56,1053,559,494,291,117,174,109Y06M
10014,臺東縣,10014010,臺東市,10014010-045,知本里,150,88,62,1144,573,571,263,119,144,109Y06M
10014,臺東縣,10014010,臺東市,10014010-046,建農里,231,124,107,1745,943,802,315,133,182,109Y06M
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,22,13,9,433,266,167,184,82,102,109Y06M
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,82,32,50,704,375,329,251,108,143,109Y06M
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,124,66,58,1099,646,453,292,140,152,109Y06M
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,252,143,109,2184,1139,1045,578,270,308,109Y06M
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,270,131,139,1476,759,717,433,214,219,109Y06M
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,270,136,134,1744,914,830,471,242,229,109Y06M
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,48,31,17,524,293,231,205,103,102,109Y06M
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,132,77,55,1381,783,598,437,196,241,109Y06M
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,150,71,79,1297,723,574,443,196,247,109Y06M
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,188,87,101,942,489,453,225,98,127,109Y06M
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,122,62,60,743,413,330,178,80,98,109Y06M
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,99,52,47,610,312,298,205,99,106,109Y06M
10014,臺東縣,10014030,關山鎮,10014030-005,里壠里,230,113,117,1322,674,648,378,164,214,109Y06M
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,48,26,22,410,242,168,137,71,66,109Y06M
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,66,34,32,561,330,231,157,73,84,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,55,26,29,391,227,164,93,43,50,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,36,16,20,333,186,147,114,55,59,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,50,26,24,386,220,166,104,53,51,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,12,7,5,234,145,89,105,54,51,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,104,60,44,898,500,398,296,153,143,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,138,69,69,1029,571,458,285,120,165,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,85,39,46,845,500,345,252,110,142,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,217,107,110,1808,968,840,504,225,279,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,178,86,92,1004,531,473,168,76,92,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,325,169,156,2703,1401,1302,485,211,274,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,139,73,66,941,488,453,205,104,101,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,156,80,76,1038,557,481,157,79,78,109Y06M
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,127,71,56,818,451,367,298,151,147,109Y06M
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,58,25,33,523,296,227,147,66,81,109Y06M
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,58,35,23,691,396,295,228,94,134,109Y06M
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,85,41,44,653,334,319,225,105,120,109Y06M
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,153,89,64,1170,653,517,294,138,156,109Y06M
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,81,53,28,696,372,324,220,106,114,109Y06M
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,100,44,56,828,444,384,271,124,147,109Y06M
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,104,50,54,792,441,351,287,144,143,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,122,67,55,904,500,404,269,111,158,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,59,34,25,508,273,235,168,75,93,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,31,12,19,237,140,97,88,40,48,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,80,45,35,590,304,286,215,100,115,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,280,143,137,1536,759,777,445,179,266,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,30,17,13,257,143,114,96,45,51,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,68,38,30,633,368,265,222,109,113,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,34,18,16,213,120,93,101,41,60,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,37,22,15,307,178,129,97,48,49,109Y06M
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,40,24,16,341,193,148,100,45,55,109Y06M
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,100,60,40,1198,818,380,395,189,206,109Y06M
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,106,57,49,909,510,399,281,121,160,109Y06M
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,83,42,41,752,428,324,252,121,131,109Y06M
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,23,10,13,193,116,77,65,34,31,109Y06M
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,36,19,17,380,214,166,159,64,95,109Y06M
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,79,46,33,654,364,290,278,130,148,109Y06M
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,205,109,96,1615,900,715,524,233,291,109Y06M
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,37,15,22,429,270,159,184,74,110,109Y06M
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,100,49,51,844,545,299,347,153,194,109Y06M
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,61,35,26,410,257,153,137,74,63,109Y06M
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,179,95,84,1532,877,655,486,220,266,109Y06M
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,68,34,34,667,394,273,237,104,133,109Y06M
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,78,48,30,882,552,330,317,144,173,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,130,69,61,1051,566,485,276,129,147,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,48,31,17,467,252,215,136,70,66,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,27,11,16,420,247,173,201,94,107,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,55,33,22,456,278,178,139,76,63,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,154,95,59,1104,563,541,327,145,182,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,196,112,84,1397,760,637,425,197,228,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,72,36,36,629,362,267,198,95,103,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,199,111,88,1492,787,705,282,134,148,109Y06M
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,121,72,49,764,407,357,170,70,100,109Y06M
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,102,57,45,630,342,288,138,63,75,109Y06M
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,153,85,68,965,542,423,164,75,89,109Y06M
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,169,89,80,1069,575,494,239,107,132,109Y06M
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,111,59,52,1122,578,544,297,132,165,109Y06M
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,53,28,25,448,235,213,97,43,54,109Y06M
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,136,76,60,877,488,389,134,72,62,109Y06M
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,124,53,71,922,499,423,141,72,69,109Y06M
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,169,93,76,1338,690,648,194,94,100,109Y06M
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,185,87,98,683,364,319,79,29,50,109Y06M
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,53,27,26,223,116,107,35,16,19,109Y06M
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,49,27,22,234,124,110,31,11,20,109Y06M
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,177,89,88,896,489,407,115,51,64,109Y06M
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,125,74,51,524,290,234,64,34,30,109Y06M
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,94,49,45,470,264,206,44,24,20,109Y06M
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,105,50,55,544,306,238,64,26,38,109Y06M
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,63,36,27,284,154,130,28,12,16,109Y06M
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,73,46,27,378,202,176,53,29,24,109Y06M
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,95,48,47,530,291,239,81,37,44,109Y06M
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,188,95,93,931,505,426,102,46,56,109Y06M
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,109,55,54,485,245,240,51,26,25,109Y06M
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,101,50,51,549,275,274,77,32,45,109Y06M
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,239,114,125,1156,594,562,143,62,81,109Y06M
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,55,32,23,297,161,136,48,24,24,109Y06M
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,55,29,26,293,144,149,48,20,28,109Y06M
10014,臺東縣,10014150,達仁鄉,10014150-001,台坂村,83,43,40,510,289,221,105,45,60,109Y06M
10014,臺東縣,10014150,達仁鄉,10014150-002,土坂村,117,56,61,784,444,340,107,45,62,109Y06M
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,39,28,11,279,154,125,59,30,29,109Y06M
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,68,38,30,485,275,210,89,37,52,109Y06M
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,36,19,17,328,183,145,62,29,33,109Y06M
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,32,20,12,290,143,147,34,17,17,109Y06M
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,233,129,104,1219,590,629,103,53,50,109Y06M
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,130,70,60,718,345,373,76,35,41,109Y06M
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,172,99,73,1168,595,573,139,71,68,109Y06M
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,191,90,101,894,466,428,94,48,46,109Y06M
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,146,78,68,1172,637,535,348,164,184,109Y09M
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,112,61,51,736,417,319,156,62,94,109Y09M
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,165,88,77,1952,1019,933,321,137,184,109Y09M
10014,臺東縣,10014010,臺東市,10014010-004,南王里,260,141,119,2366,1243,1123,505,218,287,109Y09M
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,245,131,114,2421,1226,1195,485,212,273,109Y09M
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,298,155,143,2255,1197,1058,536,249,287,109Y09M
10014,臺東縣,10014010,臺東市,10014010-007,新生里,690,352,338,5613,2732,2881,1208,532,676,109Y09M
10014,臺東縣,10014010,臺東市,10014010-008,民生里,311,168,143,2474,1232,1242,723,314,409,109Y09M
