COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,NATURE_INC_CNT,SOCIAL_INC_CNT,INC_CNT,ENTRY_P_CNT,EXIT_P_CNT,ENTRY_ADDR_CNT,EXIT_ADDR_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,自然增加人數,社會增加人數,總增加人數,遷入人口數,遷出人口數,鄉鎮區內住址變更之遷入人口數,鄉鎮區內住址變更之遷出人口數,資料時間
10014,臺東縣,10014010,臺東市,10014010-011,中心里,15,8,23,127,136,191,174,105Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,-8,-3,-11,19,31,45,36,105Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,-10,-29,-39,67,65,92,123,105Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,2,-4,-2,16,29,33,24,105Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,2,12,14,28,53,136,99,105Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,-3,21,18,23,14,34,22,105Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,-2,25,23,98,101,171,143,105Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,16,-34,-18,54,59,141,170,105Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,-2,13,11,42,43,53,39,105Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,-10,33,23,77,72,119,91,105Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,-4,-51,-55,122,141,181,213,105Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,-7,-10,-17,29,24,29,44,105Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,6,-46,-40,160,129,206,283,105Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,4,0,4,95,113,141,123,105Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,-8,29,21,111,106,147,123,105Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,9,-112,-103,117,100,134,263,105Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,-9,11,2,56,45,54,54,105Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,-17,-13,-30,78,90,96,97,105Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,-24,1,-23,109,116,138,130,105Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,-12,-11,-23,43,44,44,54,105Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,-16,7,-9,39,30,77,79,105Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,-26,8,-18,25,28,51,40,105Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,-10,2,-8,62,73,122,109,105Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,-6,26,20,40,28,50,36,105Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,1,-48,-47,106,106,204,252,105Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,-2,0,-2,49,47,80,82,105Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,-4,7,3,21,20,28,22,105Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,-18,8,-10,36,45,52,35,105Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,-1,2,1,54,41,32,43,105Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,-9,-3,-12,9,11,30,31,105Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,-3,4,1,10,10,28,24,105Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,-7,-34,-41,241,254,360,381,105Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,-6,23,17,44,57,78,42,105Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,-9,-28,-37,16,21,40,63,105Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,4,-20,-16,24,24,60,80,105Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,-14,-23,-37,73,102,96,90,105Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,-10,62,52,103,115,200,126,105Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,-17,39,22,149,138,242,214,105Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,-5,14,9,61,75,146,118,105Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,-9,24,15,33,15,57,51,105Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,-8,46,38,267,281,413,353,105Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,-2,-46,-48,25,42,51,80,105Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,-8,17,9,25,24,70,54,105Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,-5,-13,-18,10,11,18,30,105Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,-7,10,3,32,31,26,17,105Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,-2,-16,-18,30,34,14,26,105Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,-14,-16,-30,106,116,34,40,105Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,0,-14,-14,37,54,15,12,105Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,-6,-1,-7,18,23,20,16,105Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,-10,-9,-19,53,63,33,32,105Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,-6,-21,-27,55,77,33,32,105Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,13,-2,11,49,50,21,22,105Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,0,38,38,120,86,15,11,105Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,3,4,7,38,40,26,20,105Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,1,-19,-18,52,62,14,23,105Y
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,4,-9,-5,37,47,16,15,106Y
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,-17,-48,-65,50,90,36,44,106Y
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,-6,-18,-24,47,62,45,48,106Y
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,-9,-22,-31,81,106,26,23,106Y
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,0,4,4,28,31,18,11,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,-9,-20,-29,12,36,13,9,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,-10,-30,-40,60,90,51,51,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,-12,13,1,37,23,16,17,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,0,-3,-3,46,48,17,18,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,-12,-7,-19,61,60,42,50,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,-4,-9,-13,44,56,28,25,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,-15,14,-1,31,26,33,24,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,-7,-15,-22,55,75,28,23,106Y
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,-4,-11,-15,23,23,8,19,106Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,-11,-2,-13,87,87,60,62,106Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,-4,8,4,107,120,86,65,106Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,-12,6,-6,39,27,4,10,106Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,-14,-58,-72,58,75,60,101,106Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,-19,-5,-24,45,51,20,19,106Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,-13,14,1,68,76,82,60,106Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,-30,-23,-53,64,92,38,33,106Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,-4,-6,-10,25,31,3,3,106Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,-1,9,8,10,6,9,4,106Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,-8,-8,-16,24,30,14,16,106Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,-5,6,1,24,18,8,8,106Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,-3,-1,-4,11,13,3,2,106Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,-10,4,-6,37,32,24,25,106Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,-6,-4,-10,4,8,7,7,106Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,-22,-17,-39,48,66,25,24,106Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,-10,-20,-30,76,93,34,37,106Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,-7,-9,-16,10,19,4,4,106Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,-5,-10,-15,14,23,12,13,106Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,-9,-11,-20,211,201,54,75,106Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,-6,22,16,27,12,10,3,106Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,-4,33,29,59,43,38,21,106Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,-9,20,11,48,47,34,15,106Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,1,10,11,52,42,25,25,106Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,-8,-35,-43,35,57,27,40,106Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,-10,11,1,64,47,17,23,106Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,-10,3,-7,54,53,40,38,106Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,-6,1,-5,24,23,2,2,106Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,-2,3,1,16,13,1,1,106Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,-5,-7,-12,64,70,11,12,106Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,-7,5,-2,30,26,7,6,106Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,-22,-2,-24,113,110,28,33,106Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,2,8,10,18,13,8,5,106Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,-8,1,-7,26,22,15,18,106Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,-2,4,2,33,31,5,3,106Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,-3,16,13,73,50,16,23,106Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,-3,13,10,40,32,14,9,106Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,-26,0,-26,81,83,25,23,106Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,-12,-15,-27,8,20,2,5,106Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,-13,14,1,40,37,23,12,106Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,-16,-49,-65,35,81,11,14,106Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,-24,-25,-49,93,113,37,42,106Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,-6,18,12,30,16,11,7,106Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,-11,-4,-15,40,38,15,21,106Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,-6,2,-4,20,17,6,7,106Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,1,13,14,53,38,13,15,106Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,8,7,15,64,60,23,20,106Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,-1,4,3,19,15,2,2,106Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,6,7,13,14,7,6,6,106Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,-22,-31,-53,41,68,8,12,106Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,-6,6,0,45,40,6,5,106Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,-7,-3,-10,16,19,4,4,106Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,-22,-7,-29,67,76,28,26,106Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,-27,-11,-38,39,51,22,21,106Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,-11,2,-9,30,28,8,8,106Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,-3,-17,-20,15,32,9,9,106Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,2,-3,-1,4,6,1,2,106Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,-7,8,1,26,28,15,5,106Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,-1,1,0,51,50,12,12,106Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,-10,-19,-29,40,51,11,19,106Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,3,-15,-12,10,24,9,10,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,-11,-1,-12,59,63,50,47,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,-12,25,13,78,55,20,18,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,-6,-5,-11,19,26,10,8,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,-5,3,-2,34,26,10,15,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,-4,-17,-21,33,44,12,18,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,-9,5,-4,62,56,17,18,106Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,-16,-14,-30,24,43,35,30,106Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土村,4,22,26,60,38,8,8,106Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台村,-5,4,-1,34,29,15,16,106Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,-6,-17,-23,33,47,16,19,106Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,-1,-13,-14,7,19,1,2,106Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,-8,13,5,30,20,4,1,106Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,-2,3,1,24,23,9,7,106Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,3,22,25,105,72,30,41,106Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,4,92,96,129,53,55,39,106Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,17,64,81,142,73,46,51,106Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,0,-27,-27,15,25,16,33,106Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,1,-51,-50,20,34,69,106,106Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,-4,-71,-75,93,156,250,258,106Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,-5,-27,-32,19,16,21,51,106Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,-10,17,7,59,53,103,92,106Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,-5,11,6,15,14,26,16,106Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,16,-21,-5,49,66,150,154,106Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,-5,28,23,24,12,45,29,106Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,-24,-3,-27,105,110,150,148,106Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,9,-43,-34,71,54,118,178,106Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,6,3,9,45,39,31,34,106Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,-2,12,10,61,63,126,112,106Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,11,-50,-39,137,155,173,205,106Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,-8,-19,-27,17,20,32,48,106Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,1,-35,-34,135,153,242,259,106Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,-7,41,34,88,100,169,116,106Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,1,43,44,111,98,151,121,106Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,5,-64,-59,98,105,165,222,106Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,-3,16,13,56,46,54,48,106Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,-8,0,-8,103,102,119,120,106Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,-25,21,-4,79,84,136,110,106Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,-10,13,3,47,33,27,28,106Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,-6,-12,-18,42,51,80,83,106Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,-4,-12,-16,28,37,42,45,106Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,-6,-2,-8,61,85,107,85,106Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,-2,-13,-15,19,51,48,29,106Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,-4,-63,-67,94,114,197,240,106Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,-6,-9,-15,32,40,88,89,106Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,2,-22,-20,15,17,24,44,106Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,-6,16,10,42,43,75,58,106Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,-5,4,-1,49,32,34,47,106Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,-7,-17,-24,16,31,30,32,106Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,-8,-30,-38,15,32,23,36,106Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,-14,53,39,237,205,341,320,106Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,0,-1,-1,55,47,56,65,106Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,-9,-9,-18,20,32,48,45,106Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,13,-35,-22,33,35,61,94,106Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,-5,8,3,62,76,102,80,106Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,-4,155,151,212,137,226,146,106Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,-9,-28,-37,143,184,213,200,106Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,-18,4,-14,83,81,103,101,106Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,-8,17,9,28,18,51,44,106Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,-7,-20,-27,262,335,453,400,106Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,-3,-6,-9,25,36,86,81,106Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,-6,17,11,36,26,47,40,106Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,-1,-8,-9,18,10,11,27,106Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,-1,-9,-10,30,34,21,26,106Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,-13,9,-4,28,19,9,9,106Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,-17,-3,-20,83,94,59,51,106Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,-3,-8,-11,31,39,19,19,106Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,-10,-6,-16,29,29,12,18,106Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,-12,2,-10,54,53,17,16,106Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,-3,5,2,70,67,27,25,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,8,5,13,63,57,21,22,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,1,-38,-37,82,118,30,32,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,7,-4,3,35,30,21,30,106Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,1,12,13,56,56,25,13,106Y
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,-1,2,1,47,44,115,116,107Y
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,-2,-24,-26,67,77,17,31,107Y
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,-11,33,22,80,55,33,25,107Y
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,-24,-32,-56,61,97,18,14,107Y
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,-2,-10,-12,30,43,13,10,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,2,0,2,30,30,15,15,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,-4,-17,-21,81,97,43,44,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,-6,-1,-7,29,33,10,7,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,-6,7,1,51,51,32,25,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,-3,36,33,102,58,36,44,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,-13,4,-9,53,54,25,20,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,-8,7,-1,43,39,17,14,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,-8,-11,-19,55,56,45,55,107Y
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,-7,12,5,31,20,19,18,107Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,-7,-12,-19,49,47,28,42,107Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,-23,-36,-59,84,115,59,64,107Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,-7,-4,-11,25,30,24,23,107Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,-16,-17,-33,54,70,69,70,107Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,-17,9,-8,55,53,23,16,107Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,-10,-37,-47,55,98,64,58,107Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,-20,23,3,100,76,29,30,107Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,-15,10,-5,40,37,11,4,107Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,-2,-8,-10,10,10,0,8,107Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,-4,11,7,36,26,6,5,107Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,-4,-6,-10,20,29,6,3,107Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,-3,-5,-8,14,13,0,6,107Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,-11,3,-8,34,32,27,26,107Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,-6,-3,-9,14,12,2,7,107Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,-12,-3,-15,34,50,36,23,107Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,-5,21,16,96,86,60,49,107Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,-5,-8,-13,22,24,10,16,107Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,1,0,1,21,17,4,8,107Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,-11,6,-5,211,211,55,49,107Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,-3,-5,-8,19,25,7,6,107Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,4,-20,-16,45,64,10,11,107Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,-1,7,6,56,47,16,18,107Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,-5,-6,-11,53,59,27,27,107Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,-9,11,2,62,47,23,27,107Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,2,18,20,74,62,20,14,107Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,-8,-1,-9,54,52,21,24,107Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,-5,-19,-24,27,45,2,3,107Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,-9,-7,-16,21,27,5,6,107Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,-6,12,6,81,70,15,14,107Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,-9,3,-6,25,26,11,7,107Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,-23,-46,-69,96,136,38,44,107Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,0,12,12,31,17,5,7,107Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,7,4,11,40,38,7,5,107Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,1,2,3,40,30,234,242,107Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,0,35,35,88,63,26,16,107Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,2,14,16,46,30,7,9,107Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,-25,44,19,113,72,15,12,107Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,-1,0,-1,15,15,0,0,107Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,-7,1,-6,45,45,9,8,107Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,-17,8,-9,63,52,10,13,107Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,-26,8,-18,107,100,22,21,107Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,-3,6,3,25,18,4,5,107Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,-18,-8,-26,35,42,7,8,107Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,0,19,19,48,31,12,10,107Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,-4,17,13,49,30,10,12,107Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,9,37,46,81,43,26,27,107Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,-1,-4,-5,16,19,3,4,107Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,-9,22,13,36,16,9,7,107Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,-23,6,-17,56,56,18,12,107Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,-9,-3,-12,43,43,13,16,107Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,-10,6,-4,27,22,6,5,107Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,-33,6,-27,92,80,37,43,107Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,-24,9,-15,69,65,15,10,107Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,-11,8,-3,24,13,7,10,107Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,-3,-2,-5,26,24,8,12,107Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,4,-3,1,12,12,1,4,107Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,0,-6,-6,30,41,15,10,107Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,-13,9,-4,61,47,15,20,107Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,2,-14,-12,25,44,14,9,107Y
