LCODE_C1,LCODE_C2,LCODE_C3,LCODEC_C1,LCODEC_C2,LCODEC_C3,METHOD,DATATIME,MDDI_ORG,Shape_Leng,Shape_Area,分類,area_ha
03,0310,000000,交通利用土地,港口, ,1,201809,日陞空間資訊股份有限公司,779.097930750000046,6245.351338610000312,03交通利用土地,0.624535133861000
03,0310,000000,交通利用土地,港口, ,1,201809,日陞空間資訊股份有限公司,627.122757300999979,19088.820471200000611,03交通利用土地,1.908882047120000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,226.573305099999999,651.885393712999985,04水利用土地,0.065188539371300
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,113.256782501999993,269.978327521999972,04水利用土地,0.026997832752200
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,311.072322217000021,860.707432279000045,04水利用土地,0.086070743227900
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,1247.360123129999920,2123.449585899999875,04水利用土地,0.212344958590000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,994.243569549999961,1820.914203640000096,04水利用土地,0.182091420364000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,794.931311269000048,1891.189053009999952,04水利用土地,0.189118905301000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,143.004807741999997,272.148041723000006,04水利用土地,0.027214804172300
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,127.355883727000005,195.150597032000007,04水利用土地,0.019515059703200
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,36.424164703499997,53.281629621800001,04水利用土地,0.005328162962180
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,110.974383605000000,251.568478736000003,04水利用土地,0.025156847873600
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,1356.235215200000084,2730.409267040000032,04水利用土地,0.273040926704000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,2848.588248560000011,6812.590715510000337,04水利用土地,0.681259071551000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,255.543015330000003,646.881509101000006,04水利用土地,0.064688150910100
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,1753.739870350000047,4202.051536089999900,04水利用土地,0.420205153609000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,4246.673450799999955,12945.410421900000074,04水利用土地,1.294541042190000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,897.362412076000055,940.815421951999951,04水利用土地,0.094081542195200
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,359.267376152999987,965.533859638999957,04水利用土地,0.096553385963900
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,1178.689511069999980,4034.570950169999833,04水利用土地,0.403457095017000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,130.592086055000010,229.216256490999996,04水利用土地,0.022921625649100
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,416.990757547999976,955.460144722999985,04水利用土地,0.095546014472300
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,40.213522504200000,67.493041036899996,04水利用土地,0.006749304103690
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,554.358957587999953,866.486861297000019,04水利用土地,0.086648686129700
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,32.106168534600002,40.627069561500001,04水利用土地,0.004062706956150
