LCODE_C1,LCODE_C2,LCODE_C3,METHOD,DATATIME,MDDI_ORG,LCODEC_C1,LCODEC_C2,LCODEC_C3,Shape_Leng,Shape_Area,分類,area_ha
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,214.883865697999994,408.589261636999993,03交通利用土地,0.040858926163700
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,106.947722615000004,415.982469118999973,03交通利用土地,0.041598246911900
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,111.087274364999999,669.226273865000053,03交通利用土地,0.066922627386500
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,63.243520319700004,186.263080572000007,03交通利用土地,0.018626308057200
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,76.883026800099998,87.304349744199996,03交通利用土地,0.008730434974420
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,111.204349360999998,176.952643451000000,03交通利用土地,0.017695264345100
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,229.457919352000005,457.356231060000027,03交通利用土地,0.045735623106000
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,297.635933806000025,4272.581216309999945,03交通利用土地,0.427258121631000
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,57.664681202600001,37.139384866800000,03交通利用土地,0.003713938486680
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,495.643011178999984,1485.684610009999915,03交通利用土地,0.148568461001000
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,49.109431770900002,61.792230602700002,03交通利用土地,0.006179223060270
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,89.765859458999998,95.124546680400002,03交通利用土地,0.009512454668040
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,229.196189634999996,360.785607839000022,03交通利用土地,0.036078560783900
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,175.336009593000000,248.462549983999992,03交通利用土地,0.024846254998400
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,53.675811546500000,32.311995429400000,03交通利用土地,0.003231199542940
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,224.863667899000006,809.878024898000035,03交通利用土地,0.080987802489800
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,33.435801220899997,63.438526787599997,03交通利用土地,0.006343852678760
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,116.914284648999995,440.179827165999995,03交通利用土地,0.044017982716600
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,102.570320382999995,211.479850007000010,03交通利用土地,0.021147985000700
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,31.974000325799999,39.153194274500002,03交通利用土地,0.003915319427450
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,64.006793391100004,136.537907877000009,03交通利用土地,0.013653790787700
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,60.642977817400002,91.733310485399997,03交通利用土地,0.009173331048540
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,298.488200953999979,2748.685494190000099,03交通利用土地,0.274868549419000
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,87.193165928200003,570.484645300000011,03交通利用土地,0.057048464530000
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,136.947586698999999,545.831010554000045,03交通利用土地,0.054583101055400
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,109.612281629999998,524.686093432000007,03交通利用土地,0.052468609343200
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,35.019508127599998,40.842483644799998,03交通利用土地,0.004084248364480
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,120.867255247000003,870.033502454999962,03交通利用土地,0.087003350245500
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,89.841143268099998,314.760242624000000,03交通利用土地,0.031476024262400
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,84.328335725100004,91.476910438999994,03交通利用土地,0.009147691043900
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,145.724542138000004,452.902257250999980,03交通利用土地,0.045290225725100
03,0305,030505,1,202211,亞新國土科技股份有限公司,交通利用土地,道路及相關設施,道路相關設施,53.806380460500002,146.823065052999993,03交通利用土地,0.014682306505300
03,0306,030602,1,202211,亞新國土科技股份有限公司,交通利用土地,港口,漁港,467.952496015000008,3010.996075839999776,03交通利用土地,0.301099607584000
03,0306,030602,1,202211,亞新國土科技股份有限公司,交通利用土地,港口,漁港,1080.605891180000071,10867.163689099999829,03交通利用土地,1.086716368910000
03,0306,030602,1,202211,亞新國土科技股份有限公司,交通利用土地,港口,漁港,1896.162762989999919,9573.736620229999971,03交通利用土地,0.957373662023000
03,0306,030602,1,202211,亞新國土科技股份有限公司,交通利用土地,港口,漁港,298.490659746999995,1716.036726950000002,03交通利用土地,0.171603672695000
03,0306,030602,1,202211,亞新國土科技股份有限公司,交通利用土地,港口,漁港,1327.515851339999926,8102.109810179999840,03交通利用土地,0.810210981018000
03,0306,030602,1,202211,亞新國土科技股份有限公司,交通利用土地,港口,漁港,777.146562928999970,6014.422138400000222,03交通利用土地,0.601442213840000
03,0306,030604,1,202211,亞新國土科技股份有限公司,交通利用土地,港口,其他港口設施,619.726858357999959,19009.255343699998775,03交通利用土地,1.900925534370000
04,0401,040101,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,河川,293.934306357000025,476.010865475999992,04水利用土地,0.047601086547600
04,0401,040104,0,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,2037.106365310000001,6238.176041910000095,04水利用土地,0.623817604191000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,408.046938474000001,1252.336861819999967,04水利用土地,0.125233686182000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,406.868185418999985,829.500827024000046,04水利用土地,0.082950082702400
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,376.735988012000007,821.518903192000039,04水利用土地,0.082151890319200
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,38.477971329799999,88.805077581600003,04水利用土地,0.008880507758160
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,232.450632818000003,656.401436424000053,04水利用土地,0.065640143642400
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,312.244385158000000,976.672637190000046,04水利用土地,0.097667263719000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,216.323711123000010,404.475684269999988,04水利用土地,0.040447568427000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,2456.361011949999920,5951.330529609999758,04水利用土地,0.595133052961000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,247.333488235999994,460.515198171999998,04水利用土地,0.046051519817200
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,98.905987425899994,221.143638528999986,04水利用土地,0.022114363852900
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,465.047746947999997,2422.306542389999777,04水利用土地,0.242230654239000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,3080.503942910000205,6796.168354239999644,04水利用土地,0.679616835424000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,251.402093976999993,550.176185718000056,04水利用土地,0.055017618571800
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,51.608591519100003,98.055407786800004,04水利用土地,0.009805540778680
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,772.170486854000046,1763.988980359999914,04水利用土地,0.176398898036000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,628.732122969999978,1102.379566029999978,04水利用土地,0.110237956603000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,395.147257905000004,972.516421880000053,04水利用土地,0.097251642188000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,274.703944389000014,777.199081794999984,04水利用土地,0.077719908179500
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,91.424807146199996,252.598074935000000,04水利用土地,0.025259807493500
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1067.566493569999921,2582.428613649999988,04水利用土地,0.258242861365000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,63.035811414299999,101.564515544000002,04水利用土地,0.010156451554400
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,403.545831941000017,966.807124248000036,04水利用土地,0.096680712424800
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,90.606610175800000,140.192834156000004,04水利用土地,0.014019283415600
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,32.144706060799997,49.842546118300000,04水利用土地,0.004984254611830
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,4252.213262100000065,14459.992170999999871,04水利用土地,1.445999217100000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,139.872259632999999,323.640046515999984,04水利用土地,0.032364004651600
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1367.909761209999942,3281.906157209999947,04水利用土地,0.328190615721000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,2266.233246859999781,5244.830237019999913,04水利用土地,0.524483023702000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,2837.322098619999906,7949.208239300000059,04水利用土地,0.794920823930000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1970.575059909999936,5672.213507450000179,04水利用土地,0.567221350745000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1771.559759790000044,4945.345015500000045,04水利用土地,0.494534501550000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,161.015947605000008,875.722151568999948,04水利用土地,0.087572215156900
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1830.330498219999981,4306.137658659999943,04水利用土地,0.430613765866000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,2092.700989179999851,6437.049254630000178,04水利用土地,0.643704925463000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,4276.200744740000118,12625.731489100000545,04水利用土地,1.262573148910000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1015.791072610000015,3251.127258970000184,04水利用土地,0.325112725897000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,918.901578452999956,973.531319112999995,04水利用土地,0.097353131911300
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,249.132490507000000,513.532300056000054,04水利用土地,0.051353230005600
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1176.900632209999912,3980.473583699999836,04水利用土地,0.398047358370000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,128.761735232000007,204.343978262000007,04水利用土地,0.020434397826200
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,525.732955963999984,1166.778178179999941,04水利用土地,0.116677817818000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,977.060421966000035,2018.870826040000111,04水利用土地,0.201887082604000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,285.160026211999991,628.820131077000042,04水利用土地,0.062882013107700
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,42.979673871999999,73.143846522800004,04水利用土地,0.007314384652280
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,554.261944244999995,867.027433344999963,04水利用土地,0.086702743334500
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,32.106168534600002,40.627069561500001,04水利用土地,0.004062706956150
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,769.819297627999958,1265.055952299999944,04水利用土地,0.126505595230000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,80.951292372200001,263.304847616000018,04水利用土地,0.026330484761600
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,44.657941955699997,48.055305633300001,04水利用土地,0.004805530563330
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,139.210224377999992,219.174588131000007,04水利用土地,0.021917458813100
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,2041.549188469999990,4181.729127210000115,04水利用土地,0.418172912721000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1055.887030719999984,2370.613865429999805,04水利用土地,0.237061386543000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,1292.572991580000007,2610.287189919999946,04水利用土地,0.261028718992000
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,102.497045263999993,239.323023008999996,04水利用土地,0.023932302300900
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,128.299133692999987,327.000949434999995,04水利用土地,0.032700094943500
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,222.398734310999998,588.944160869000029,04水利用土地,0.058894416086900
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,26.992555539800001,42.732109447900001,04水利用土地,0.004273210944790
04,0401,040104,1,202211,亞新國土科技股份有限公司,水利利用土地,河道及溝渠,溝渠,181.435499501999999,922.462624560999984,04水利用土地,0.092246262456100
04,0402,040201,0,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,水庫,1088.870196220000025,11519.114316299999700,04水利用土地,1.151911431630000
04,0402,040203,0,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,蓄水池,74.554159788199996,346.241324114000008,04水利用土地,0.034624132411400
04,0402,040203,0,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,蓄水池,83.720562703100001,471.394362557000022,04水利用土地,0.047139436255700
04,0402,040203,0,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,蓄水池,51.654041197900000,109.095464379999996,04水利用土地,0.010909546438000
04,0402,040203,0,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,蓄水池,116.884429689000001,885.613453572000026,04水利用土地,0.088561345357200
04,0402,040203,0,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,蓄水池,46.984296719600003,150.771537365999990,04水利用土地,0.015077153736600
04,0402,040203,0,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,蓄水池,62.118581363200001,228.946740865000010,04水利用土地,0.022894674086500
04,0402,040203,0,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,蓄水池,95.555135129700005,364.173401392000017,04水利用土地,0.036417340139200
04,0402,040203,1,202211,亞新國土科技股份有限公司,水利利用土地,蓄水設施,蓄水池,35.876976478000003,78.566902458599998,04水利用土地,0.007856690245860
04,0404,040401,0,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,148.944293616000010,669.449393234000013,04水利用土地,0.066944939323400
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,59.726207514499997,147.122462899999988,04水利用土地,0.014712246290000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,81.457961589799993,150.009920975999989,04水利用土地,0.015000992097600
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,392.034948738000026,2695.175947549999819,04水利用土地,0.269517594755000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,119.833394361000003,443.343867396000007,04水利用土地,0.044334386739600
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,123.748588720000001,386.141812146999996,04水利用土地,0.038614181214700
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,311.375004090000004,848.799443017000044,04水利用土地,0.084879944301700
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,872.405194250000022,10733.493025199999465,04水利用土地,1.073349302520000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,2102.220638350000172,20824.766247100000328,04水利用土地,2.082476624710000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,601.665288443999998,4649.343399180000233,04水利用土地,0.464934339918000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,362.817171318000021,2460.150099689999934,04水利用土地,0.246015009969000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,339.686283532000004,2279.611595169999873,04水利用土地,0.227961159517000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,112.141168484000005,398.688158405000024,04水利用土地,0.039868815840500
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,269.581137275999993,758.897150129000011,04水利用土地,0.075889715012900
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,357.300723216999984,1616.082087730000012,04水利用土地,0.161608208773000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,397.040565979999997,1535.167963359999931,04水利用土地,0.153516796336000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,1711.380314159999898,6790.807310389999657,04水利用土地,0.679080731039000
04,0404,040401,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,堤防,1152.898973269999942,7156.698193410000385,04水利用土地,0.715669819341000
04,0404,040406,0,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,其他水利設施,55.335497491600002,83.439365668099995,04水利用土地,0.008343936566810
04,0404,040406,0,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,其他水利設施,146.142706876000005,943.433752269000024,04水利用土地,0.094343375226900
04,0404,040406,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,其他水利設施,23.973511809100000,30.672263619700001,04水利用土地,0.003067226361970
04,0404,040406,1,202211,亞新國土科技股份有限公司,水利利用土地,水利構造物,其他水利設施,35.110736788200001,77.876306728299994,04水利用土地,0.007787630672830
04,0406,040600,0,202211,亞新國土科技股份有限公司,水利利用土地,海面,海面,173.045311706000007,2067.384011820000069,04水利用土地,0.206738401182000
04,0406,040600,1,202211,亞新國土科技股份有限公司,水利利用土地,海面,海面,65421.305430100001104,48922501.494499996304512,04水利用土地,4892.250149450000208
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,67.142769455600003,272.631438317999994,05建築利用土地,0.027263143831800
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,48.730131075999999,132.032778156999996,05建築利用土地,0.013203277815700
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,86.727341212599995,391.016586415000006,05建築利用土地,0.039101658641500
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,90.282283820999993,278.203352915999972,05建築利用土地,0.027820335291600
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,220.443442263000009,2992.714358319999974,05建築利用土地,0.299271435832000
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,43.661249422099999,93.505973281300001,05建築利用土地,0.009350597328130
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,112.786576675999996,370.075042192000012,05建築利用土地,0.037007504219200
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,82.820018991500007,381.039132123999991,05建築利用土地,0.038103913212400
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,63.470751113699997,201.135017019000003,05建築利用土地,0.020113501701900
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,91.397910344899998,498.820226644000002,05建築利用土地,0.049882022664400
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,52.772765733599996,109.407917041999994,05建築利用土地,0.010940791704200
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,41.518052572599998,71.338616351200002,05建築利用土地,0.007133861635120
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,56.724427657699998,144.479126231999999,05建築利用土地,0.014447912623200
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,61.853436171100000,211.739713655999992,05建築利用土地,0.021173971365600
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,59.307851452700000,193.806977840999991,05建築利用土地,0.019380697784100
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,63.915312128799997,151.000756767000013,05建築利用土地,0.015100075676700
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,66.462697313299998,254.189243626000007,05建築利用土地,0.025418924362600
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,125.650886208000003,908.602487515000007,05建築利用土地,0.090860248751500
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,50.613885373499997,136.253324018000001,05建築利用土地,0.013625332401800
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,108.091122263000003,548.480891166999982,05建築利用土地,0.054848089116700
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,46.353870182000001,118.088982466999994,05建築利用土地,0.011808898246700
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,79.821941246500003,304.982579914999974,05建築利用土地,0.030498257991500
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,91.848171679800004,400.165162475999978,05建築利用土地,0.040016516247600
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,162.089767953000006,1705.319833419999895,05建築利用土地,0.170531983342000
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,60.231944857000002,227.158256740000013,05建築利用土地,0.022715825674000
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,64.828443989600004,117.434627055999997,05建築利用土地,0.011743462705600
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,49.295815084300003,115.113591399000001,05建築利用土地,0.011511359139900
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,46.284479932700002,134.819325832000004,05建築利用土地,0.013481932583200
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,82.312446733200005,338.423788123999998,05建築利用土地,0.033842378812400
05,0501,050101,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,零售批發,47.715270282500001,128.397603379000003,05建築利用土地,0.012839760337900
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,240.946045486000003,2499.047333040000012,05建築利用土地,0.249904733304000
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,343.358232182999984,3065.549025060000076,05建築利用土地,0.306554902506000
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,120.259696856000005,604.570330553999952,05建築利用土地,0.060457033055400
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,145.564360174000001,1297.786451769999985,05建築利用土地,0.129778645177000
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,72.466823208999998,311.974619927999981,05建築利用土地,0.031197461992800
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,82.503127182900002,349.295885544999976,05建築利用土地,0.034929588554500
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,107.291384769000004,701.168128690999993,05建築利用土地,0.070116812869100
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,79.844436352599999,208.626105367000008,05建築利用土地,0.020862610536700
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,70.127254206700002,302.212874149000015,05建築利用土地,0.030221287414900
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,62.947553266400000,190.387451098000014,05建築利用土地,0.019038745109800
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,164.996545013000002,601.798131108999996,05建築利用土地,0.060179813110900
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,145.930987044000005,1055.148575709999932,05建築利用土地,0.105514857571000
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,119.905175084999996,790.372612998000022,05建築利用土地,0.079037261299800
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,187.157146372000000,1582.497676250000040,05建築利用土地,0.158249767625000
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,222.961986897999992,1551.123659480000015,05建築利用土地,0.155112365948000
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,93.053644819699997,505.943976895999981,05建築利用土地,0.050594397689600
05,0501,050102,1,202211,亞新國土科技股份有限公司,建築利用土地,商業,服務業,102.161335140999995,617.500375412000039,05建築利用土地,0.061750037541200
